PMID,Population,Study type,Pregnancy Stage,Drug names,data source,inclusion ,exclusion,outcomes,sample size,study design,RWD,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at,Drug CUI
33160408,"Adults (average age of fathers was 32.3 years, while mothers 
were on average 29.7 years old.",pharmacoepidemiology,postpartum,"Azithromycin, naproxen, losartan, dexamethasone, chloroquine, prednisone, hydroxychloroquine","Danish Birth Registry, The Danish National Patient Registry (DNPR) ",We restricted the analysis to live born singletons for the time frame 1997–2016,not reported,"Our two primary outcomes were odds of pre-term birth 
(birth at less than 37 weeks of gestation) and of having at 
least one major birth defect in ofspring","1,201,131 births",nation-wide cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,97,2025-12-02T16:03:01.287826,C0052796|C0027396|C0126174|C0011777|C0008269|C0032952|C0020336
33614845,preterm babies,pharmacoepidemiology,postpartum,"Antenatal Steroid, dexamethasone","5 teaching hospitals in Ethiopia for a period of nearly 2 years;  Tikur Anbessa Specialized hospital, St. Paul’s Hospital and Gandhi Memorial Hospital, which are 
located in Addis Ababa, the capital city of Ethiopia, 
Gondar University Hospital which is located in northern 
Ethiopia, and Jimma Univ. Hospital which is located in southwest Ethiopia.",All live-born preterm neonates whose gestational age was below 35weeks and whose mother gave consent for study participation were included in the study.,"infants with a gestational age below 24 completed weeks and above 34 completed weeks, mothers with a diagnosis of chorioamnionitis, and preterm babies who were not admitted to one of the study’s neo_x0002_natal intensive care units (NICU). Also excluded were mothers/infants with missing data or unknown ACS utilization status.","RDS (respiratory distress syndrome); IVH (intraventricular hemorrhage); NEC (necrotizing enterocolitis); EONs 
(early onset neonatal sepsis); death",1575,"prospective, multicenter, cross-sectional,                                                                observational clinical study",,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,99,2025-12-02T16:03:01.287826,CUI_NOT_FOUND|C0011777
33629533,children (0-17 years),pharmacoepidemiology,postpartum,"Steroids, dexamethasone, glucocorticoid","Department of Paediatrics and Adolescent Medicine,
Aarhus University Hospital, Denmark between 2014 and 2017.",children aged 0–17 years requiring treatment with high-dose sys_x0002_temic glucocorticoid (prednisolone_x0002_equivalent >0.5 mg/kg/day) for more than 2 weeks.,"known eye disease, previous glucocor_x0002_ticoid treatment and inability to comply with measurements of IOP (Intraocular pressure)",ocular hypertension,16,Prospective cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,100,2025-12-02T16:03:01.287826,C0038317|C0011777|C0017710
33959809,infants (<1),pharmacoepidemiology,postpartum,"betamethasone injection, topical dexamethasone eye drops",Cairo University, infants <1 year old with bilateral congenital cataract.,Patients who had any evidence of endocrine disorders or those who received topical or systemic steroids,"total dose of topical glucocorticoids, cataract surgery, Serum cortisol and adrenocorticotrophic hormone (ACTH)",20,prospective study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,101,2025-12-02T16:03:01.287826,CUI_NOT_FOUND|CUI_NOT_FOUND
34050243,extreme premature infants,pharmacoepidemiology,postpartum," dexamethasone, Antenatal steroids","Holtz Children’s Hospital,
Jackson Memorial/University of Miami Medical Center
during 2011–2017","cohort of ventilator dependent preterm infants 23–28 weeks gestational age (GA) admitted to the newborn intensive care unit (NICU) who received PND for weaning from
invasive mechanical ventilation were analyzed",Infants were excluded if their course of PND was given after 36 weeks corrected GA,"mechanical ventilation, weaning",106,Prospective cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,102,2025-12-02T16:03:01.287826,C0011777|CUI_NOT_FOUND
34103670,preterm infants (<30 weeks),pharmacoepidemiology,postpartum,dexamethasone,"regional level IV neonatal intensive care unit at Children’s Mercy Kansas City (CMKC) in Kansas City, MO, between January 2010 and December 2019.","preterm infants born at <30 weeks gestation who received treatment with 1 or 2 courses of PNS for BPD in the study. Infants who received additional systemic
steroids for reasons other than BPD–such as for adrenal
insufficiency or for airway edema – remained eligible for
inclusion.","Because death is a competing outcome, the 12 infants who died were excluded from the analysis of other clinical outcomes","The primary outcome was rate of successful step-down in respiratory support (i.e. invasive ventilation to non-invasive ventilation; non-invasive ventilation to nasal cannula) at the end of PNS treatment. Our secondary outcome was growth trajectory in the NICU, which was assessed by comparing birth and discharge weight, length, and head circumference z-scores as calculated using the Fenton 2013 Preterm Growth Chart for infants with postmenstrual age (PMA) < 50 weeks and the World Health Organization Growth Standard for infants ≥50 weeks PMA.","132 preterm infants treated with dexamethasone
for BPD and 147 untreated infants as controls.",10-year retrospective cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,103,2025-12-02T16:03:01.287826,C0011777
34104089,infants,pharmacoepidemiology,postpartum,dexamethasone,"Neonatal Intensive Care Unit of The Affiliated Huaian 
No.1 People’s Hospital of Nanjing Medical 
University.","clinical diagnosis as BPD grade Ⅲ, the details were as follows. Treatment with more than 21% oxygen for minimum of 28 days, 
required for 30% oxygen and/or positive pressure or discharge from the hospital, whichever comes first.","There existed some 
congenital malformations such as digestive tract, 
respiratory tract, central nervous system, and heart; 
There existed ventilator-associated pneumonia 
(VAP); any glucocorticoid e.g., dexamethasone, 
hydrocortisone, budesonide, etc. administrated before 
the research. IV) Clinical signs of infection were 
existed.","adjuvant corticosteroid therapy, bronchopulmonary dysplasia",30,investigative study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,104,2025-12-02T16:03:01.287826,C0011777
34682144,preterm infants,pharmacoepidemiology,postpartum,dexamethasone,"Medical University of South
Carolina","born between 23 0/7 weeks and 28 6/7 weeks, and mechanically ventilated for at least 14 days prior to initiation of dexamethasone.","Infants who received any prior corticosteroids or had any life-threatening
congenital anomalies were excluded.","Tracheal Aspirate T-Cell Cytokine
Production",14,pilot study utilizing a prospective observational cohort with convenience sampling.,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,105,2025-12-02T16:03:01.287826,C0011777
34725449,neonates,pharmacoepidemiology,postpartum,"dexamethasone,  corticosteroid,  hydrocortisone","2 affiliated neonatal intensive care units: SSM Health Cardinal Glennon Children’s Hospital (Level IV) and SSM Health St. Mary’s Hospital (Level III) between
June 1, 2012, and June 30, 2019.","premature infants 23 0/7 to 27 6/7 weeks gestation whose
birth weights were between 400 and 1249 g","Infants were excluded from
the cohort if they had received hydrocortisone in the first week (Fig. 1).
We removed these because EPT infants are likely to have some degree of PAI at baseline, and we would not be able to properly ascertain the effect of a single course of dexamethasone on subsequent PAI. We also
excluded those receiving the first course of dexamethasone after
21 days, those with obvious external clinical stressors (i.e. surgery or sepsis), or those who received dexamethasone a second time within 45 days. Certain infants who died were excluded (described in Fig. 1) because data on potential adrenal insufficiency would not be available. Multiple exclusions may have applied to a single infant. For example, an infant who had surgery, sepsis, and died within 7 days, would only be represented once.","bronchopulmonary
dysplasia (BPD), adrenal insufficiency",332,retrospective cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,106,2025-12-02T16:03:01.287826,C0011777|C0001617|C0201968
34846064,children,pharmacoepidemiology,postpartum, Dexamethasone,"Pediatric Research 
in Inpatient Settings (PRIS) Network children’s hospitals in the United States between July 2014 and June 2016.","Children were eligible for enrollment if they were 6 months to 6 
years and the family spoke either English or Spanish; For this study, only admitted subjects were included in the 
primary analysis, but subjects discharged from the ED were included in a secondary analysis.","Children were not eligible if they had the following comorbidities: congenital lung or airway disease, neuromuscular disease, 
congenital heart disease, immunodeficiency syndromes, cancer, and sickle cell disease","Outcome variables included: 1) LOS, 2) cost, and 3) hospital reutilization (ED revisits/readmissions). Total hospital charges were converted to costs using institutional cost-to_x0002_charge ratios. Costs were adjusted for inflation to 2018 dollars using the medical care services component of the Consumer Price Index. Costs were then Winsorized at the 5th and 95th percentile to reduce the effect of extreme cost outliers.",234,retrospective cohort study ,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,107,2025-12-02T16:03:01.287826,C0011777
34862597,children (1-20 yrs),pharmacoepidemiology,postpartum,"prednisone, dexamethasone",a tertiary paediatric haematology/oncology centre between June 2018 and January 2021,children with diagnosed ALL,"Exclusion criteria for the study were previous conditions or treatments (up to three months before enrolment), including steroids, that may influence IOP or its measure_x0002_ment, or a history of significant ocular disease","acute lymphoblastic leukaemia (ALL), intraocular pressure (IOP)",90,A prospective cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,108,2025-12-02T16:03:01.287826,C0032952|C0011777
34879992,Preterm infants (<28 weeks),pharmacoepidemiology,postpartum,"systemeic steroids, dexamethasone","neonatal intensive care unit
(NICU) of Fukui Prefectural Hospital from January 2010 to December 2015.","Preterm infants born at <28 weeks of postmenstrual age
(PMA) and admitted to the neonatal intensive care unit
(NICU)","congenital malformations, chromosomal abnormalities, infants who were transferred to other hospitals before undergoing surgery, infants who were lost to follow-up, and those who died during hospitalization.","photocoagulation,  incidence of necrotizing enterocolitis (NEC), Retinopathy of prematurity (ROP), bronchopulmonary dysplasia (BPD),  intraventricular hemorrhage (IVH), focal intestinal perforation; sepsis",75,retrospective analysis,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,109,2025-12-02T16:03:01.287826,CUI_NOT_FOUND|C0011777
34994109,neonates (<30 wks),pharmacoepidemiology,postpartum,systemic dexamethasone,metropolitan tertiary neonatal unit.,"All neonates prescribed their first course of systemic dexamethasone to aid in extubation from mechanical ventilation with or at risk of developing BPD, who were born at <30 weeks GA between January 2007 and December 2017 and admitted to the grantley stable neonatal unit. Babies were not excluded if they had received hydrocortisone
for management of hypotension.","Congenital airway or lung lesion, Lung pathology other than BPD, GA < 23 or ≥30 weeks, Steroids given for stridor and/or subglottic edema.","successful extubation in
mechanically ventilated neonates <30 weeks gestational age (GA) with or at risk of developing bronchopulmonary dysplasia (BPD).",287,retrospective cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,110,2025-12-02T16:03:01.287826,CUI_NOT_FOUND
23161357,children aged (12–72 months),pharmacoepidemiology,postpartum,"fentanyl, midazolam, ketamine, bupivacaine, dexmedetomidine","Department of Anesthesiology Wuhan Children’s Hospital and and Department of Anesthesiology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China","ASA status I, age: 12–72 months) undergoing elective surgery to repair unilateral inguinal hernia","developmental delay, bleeding diathesis, exposure to aspirin within 1 week before the surgery, known allergy to any of the study drugs, congenital anomaly of the lower back, any signs of local infection in the caudal area, systemic illnesses, or common cold.","response to hernial sac traction, inguinal hernia repair",60,not reported,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,112,2025-12-02T16:03:01.287826,C0015846|C0026056|C0022614|C0006400|C0113293
23241726,children (aged 1–5 yr),pharmacoepidemiology,postpartum,"remifentanil, fentanyl.","Yonsei University Health System, Seoul, Korea, between June 2010 and February 2011.","American Society of Anesthesiologists physical status I–II children, aged 1–5 yr, who were undergoing elective laparoscopic ureteroneocystostomy.","Patients were excluded if they had a cardiopulmonary 
disease, genetic metabolic disorder, or a history of opioid use 
within 1 month before surgery.",total fentanyl consumptions at 24 and 48h postsurgery. Secondary outcomes were the postoperative pain scores and adverse effects.,60,prospective randomized double-blind trial,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,113,2025-12-02T16:03:01.287826,C0246631|CUI_NOT_FOUND
24311724,"very-low-birthweight (VLBW) neonates (ie, ≤1.5 kg)",pharmacoepidemiology,postpartum,"opioid, fentanyl, midazolam","University of Missouri Health Care, Columbia, MO, USA","very-low-birth_x0002_weight (VLBW) neonates (ie, ≤1.5 kg) who received fol_x0002_low-up by chronological age of 2 years in the premature 
infant development clinic between January 2008 to December 2011.","Patients were excluded from the study if they did not have documented Bayley-III scores for language, cognition, and motor skills within the clinic records. Additional exclusion criteria related to the hospitalization included admission to the institution at greater than 24 hours of life, receipt of morphine (ie, scheduled and CIN dosing), grade III or IV IVH, PVL, and fronto-occipital circumference (FOC) <fifth percentile at birth. Patients were also excluded if they were diagnosed with a genetic or con_x0002_genital anomaly or disease state (eg, seizures and meningitis) that has a known association with developmental delay.","Neurodevelopmental Outcomes, relationship of 
cumulative fentanyl dose with each Bayley-III composite 
score for language, cognition, and motor skills.",147,retrospective cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,115,2025-12-02T16:03:01.287826,C0242402|C0015846|C0026056
25661272,Children,pharmacoepidemiology,postpartum,"dexmedetomidine, fentanyl, midazolam","Chengdu Military General
Hospital","pediatric patients with congenital heart disease who had been operated on between October 2011 and April 2013. Children who were
less than 36 months of age, had PAH (mean pulmonary arterial pressure, mPAP C 25 mmHg), and received Dex/fentanyl or midazolam/fentanyl for sedation treatment were included"," In the Dex group, five cases were excluded because two cases had data missing and three cases had sinus bradycardia during treatment. The three
cases of sinus bradycardia occurred between 30 min to 1 h after the anesthesia beginning, with a heart rate of 90–100 bpm, and this was considered to be related to the sedative drugs."," delirium scores, supplemental sedative/analgesic drugs, ventilator use, and sedation time.",174,retrospective study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,116,2025-12-02T16:03:01.287826,C0113293|C0015846|C0026056
25715046,Infants,pharmacoepidemiology,postpartum,"dexmedetomidine (DEX), fentanyl",Single pediatric tertiary cardiac center,"all patients undergoing surgical inter_x0002_vention for congenital heart defects (CHDs), age 30–365 days during the time since DEX was added the formulary on Janu_x0002_ary 1, 2008, until December 31, 2012. DEX was not included in the formulary for neonates under 30 days during the study period.","Patients were excluded if they had significant comorbidities, including airway abnormalities, 
chest deformities, or preoperative use of invasive MV through 
an artificial airway (tracheostomy or endotracheal tube). Other 
exclusion criteria included prematurity less than 34 weeks’ gestational age (GA) or genetic abnormality either known or noted to be suspected, including trisomy 21. Any subjects 
with a hemodynamically significant arrhythmia, postopera_x0002_tive bleeding, or delayed sternal closure were also excluded.","congenital heart defects, Mechanical Ventilation, open heart surgery",441,Retrospective cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,117,2025-12-02T16:03:01.287826,CUI_NOT_FOUND|C0015846
27871583,infants (2-12 months),pharmacoepidemiology,postpartum,"Sugammadex, Sevoflurane, fentanyl",University teaching hospital,"infant patients (2-12 months of age) with
an American Society of Anesthesiologists (ASA) I, II, or III classification who were scheduled to undergo hydrocephalus,
meningomyelocele, spinal fusion, or external ventricular
drainage surgery under general anesthesia. Patients who were administered 3 mg/kg dose of sugammadex at the end of the operation were included in the study.",Patients who did not receive 3 mg/kg sugammadex were excluded.,neuromuscular blockade,26,a retrospectıve study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,119,2025-12-02T16:03:01.287826,C1700695|C0074414|C0015846
28217057,children,pharmacoepidemiology,postpartum,"topical 
drops‑oxybuprocaine,  injection‑fentanyl, midazolam, paracetamol",specialized ophthalmic hospital,"All children planned for elective unilateral strabismus surgery 
for correction of 1–2 muscles were selected.","Any surgical procedure which extended beyond 
90 min were excluded from the study group, Children with a history of previous strabismus surgery, presence of any other anterior segment pathology, previous intraocular surgery, neurological disorders, which might affect the 
anxiety level and pain threshold and any known allergy to opioid medications or local anesthetic drops were excluded from this study.",postoperative pain at 30 min after surgery,106," prospective randomized, double‑blind study",,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,120,2025-12-02T16:03:01.287826,CUI_NOT_FOUND|CUI_NOT_FOUND|C0026056|C0373527
29962259,childre (1-13 yrs),pharmacoepidemiology,postpartum,"Sugammadex, Sevoflurane, fentanyl, Ketamine, Propofol, Thiopental, Midazolam","Korea University
Ansan Hospital","children, aged 1 to 13 years and American Society of Anesthesiologists (ASA) class I–II, who
underwent strabismus surgery between March 1, 2014 and March 31, 2016.",patients with cognitive or develop_x0002_mental disabilities and a previous history of receiving sedative drugs or general anesthesia.,"EA incidence and severity;  The secondary outcome variables were postoperative fentanyl use, postoperative nausea and vomiting (PONV), time from reversal agent administration to extubation, the time interval between the end of surgery
and arrival in the PACU, and the duration
of time the patient remained in the PACU.",397,retrospective study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,121,2025-12-02T16:03:01.287826,C1700695|C0074414|C0015846|C0022614|C1369539|C0039925|C0026056
30429696,infants,pharmacoepidemiology,postpartum,fentanyl and midazolam,a tertiary care academic hospital with 88 NICU beds,"infants receiving a fentanyl and midazolam CI protocol for ROP laser photocoagulation surgery between January 1, 2012, and December 31, 2015.",Children were excluded if they had incomplete records or if their procedure occurred under general anesthesia.,The primary objective was to assess the success of the current sedation protocol for ROP laser photocoagulation surgery.,26,"retrospective, descriptive study",,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,122,2025-12-02T16:03:01.287826,CUI_NOT_FOUND
30281182,children (3-8 yrs),clinical trial,postpartum,fentanyl,"Children'sHospital of Fudan University, Shanghai, China; Chinese Clinical Trial Registry” (ChiCTR).","children aged 3‐8 years old with an ASA physical status I or II, who were undergoing elective surgery under general anesthesia, were enrolled into the study","Patients with a history of neurological, car-diovascular, hepatic or metabolic disease, or anticipated difficult air-way were excluded.",The primary outcome was the occurrence of isoelectric electroencephalogram,72," prospective, randomized, double‐blind study",,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,123,2025-12-02T16:03:01.287826,C0015846
32044215,pregnant women,pharmacoepidemiology,postpartum,fentanyl,"regional unit in Adelaide, South Australia.","Women were eligible to participate if they had an uncomplicated term (37–42 weeks’ gestation) pregnancy, a body mass index (BMI) <40 kg/m2, a singleton viable fetus with a vertex presentation, and if they received IN or subcut fentanyl during labour. Additional criteria included women who had no known allergy to fentanyl and who planned a vaginal birth.",patients with missing data (n=7),"fentanyl concentration in maternal plasma, and arterial and venous cord blood",30,prospective cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,124,2025-12-02T16:03:01.287826,C0015846
33118730,children,pharmacoepidemiology,postpartum,"sufentanil, sevoflurane, fentanyl","Department of Cardiac Surgery, Fujian Provincial Maternity and Children’s 
Hospital, Affiliated Hospital of Fujian Medical University, Fuzhou, P. R. China.","children who underwent transthoracic device closure of VSD in our heart center between February 2019 and May 2019. According to 
the classification of the American Society of Anesthesiologists 
(ASA), all patients belonged to ASA class I-II. All children were 
diagnosed with simple perimembranous VSD by transthoracic 
echocardiography (TTE) before the operation, without any other congenital cardiac malformation, without a history of cardiovascular surgery and without other systemic diseases. The indications for transthoracic device closure were suitable for all patients in this study.",not reported,transthoracic device closure of VSD,68,retrospective analysis,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,125,2025-12-02T16:03:01.287826,C0143993|C0074414|C0015846
34308308,term infants (GW ≥36 weeks),pharmacoepidemiology,postpartum,"Morphine, fentanyl","St. Michael’s
Hospital, Bristol, UK ( St. Michael’s hospital is a level 4 NICU and one of two
regional cooling centres among eight hospitals with 30 000 annual
deliveries in the Southwest of England)","Apgar 10 min ≤ 5, need for assisted ventilation 10 min after birth, pH <7.0 or base excess (BE) ≤ -16 mmol/L within the first hour after birth; clinical presentation of moderate (HIE-2) or severe encephalopathy (HIE-3); or moderately or severely abnormal amplitude-integrated electroencephalography (aEEG) background voltage pattern within 6 h of birth or aEEG-confirmed seizures lasting ≥ 3 min within 1 h with any background pattern.","Twenty-two infants born 2014 - 2017 with mild encephalopathy (HIE-1) were removed from the dataset. Infants born between 01/01/2018 and 31/12/2019 were excluded from the main analyses and are only presented in Fig. 1 (n = 57) Neurodevelopmental outcome was not yet available for these infants, leaving 282 patients for the main analysis, of which 258 survived.","therapeutic hypothermia, neurodevelopment","282 (24 died: 21 in the neonatal period and 3 at the ages of 6
months, 22 months and 8 years).",prospective population-based cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,126,2025-12-02T16:03:01.287826,C0026549|C0015846
35333145, children (0–18 yrs),pharmacoepidemiology,postpartum," opioids, fentanyl","hospitals in the US, Canada and Thailand from August 1, 2017 to June 30, 2020; Toxicology Investigators Consortium (ToxIC)
pediatric opioids-dedicated sub-registry.","The cohort includes all children, 0–18 years of age, who pre_x0002_sented to the ED of a participating ToxIC hospital with an
opioid toxicity after establishment of the dedicated prospective pediatric opioids registry, within the study timeframe.","one patient had incomplete data and
was excluded.","The primary outcome was a composite “severe outcome” endpoint indicating high illness severity, defined as ICU
admission or death in the ED or during hospitalization. While various clinical and non-clinical factors affect admission deci_x0002_sions, we focused our comparisons on the presence or absence of this composite outcome",All patients (165); Non severe (76); Severe (89) ,prospective cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,127,2025-12-02T16:03:01.287826,C0242402|C0015846
33122339,children (⩽15 years),pharmacoepidemiology,postpartum,isoniazid," Cape Town, Western Cape Province, South Africa.","children (⩽15 years of
age) with and without known exposure to an adult with TB who were consecutively recruited throughout the accrual period lasting from December 11, 2007 to December 2, 2011, and follow-up ended on June 29, 2012.",Children with prevalent TB were excluded from these analyses,"Tuberculosis (TB) preventive therapy, TB risk in children",966,"a prospective, community-based household contact diagnostic study.",,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,128,2025-12-02T16:03:01.287826,C0022209
35295509,preterm infants,pharmacoepidemiology,postpartum,fentanyl,"Mount Sinai Hospital between May 2019 and
December 2020","Infants who received IN fentanyl were
identified from the pharmacy database and included in the study",not reported," pain responses, physiological parameters before and up to 60 min after IN fentanyl administration, and adverse events.",13 infants who received intravenous fentanyl on 22 occasions, retrospective cohort study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,130,2025-12-02T16:03:01.287826,C0015846
35733086,"female patients aged 18–65, maternal",clinical trial,not pregnant,"lidocaine, remifentanil, Nitroglycerin","Department of Anesthesiology, Guangdong Provincial Hospital of Chinese Medicine in Guang_x0002_zhou, China, from 09/10/2020 to 30/04/20","patients with ASA Physical Status scores of I–II, aged 18–65  years, a height of 140–180  cm and weight of 40–85  kg planned to undergo electivethyroidec_x0002_tomy due to a unilateral thyroid neoplasm (T1/T2 N0 M0 in Tumor-Node-Metastasis System /American Joint Committee on Cancer).","patients using a nerve integrity monitor (NIM) stand_x0002_ard reinforced electromyography (EMG) endotracheal tube; patients with signs of a difcult airway, periopera_x0002_tive aspiration, or psychosis; patients with an acute respiratory tract infection lasting less than 2 weeks; patients who smoked less than 48 h before the procedure; patients who had an allergic reaction to lidocaine or a beta-adrenergic receptor line; and patients with serious cardiovascular, pulmonary, hepatic, or renal disease.","The primary outcome was cough during patient transfer, at 1 min before extubation, and at extubation. The secondary outcomes were haemodynamics and other recovery parameters.",98,"single-centre, double-blind, randomised study",,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,132,2025-12-02T16:03:01.287826,C0023660|C0246631|C0017887
33885035,"pediatric, neonates",clinical trial,postpartum,"lidocaine, prilocaine, propofol, fentanyl","single academic medical center (Wake Forest Baptist Medical Center, Winston-Salem, North Carolina, USA)",pediatric oncology patients age 0 – 22 years undergoing (lumbar puncture) LP in the Pediatric Sedation Suite.,"Patients were excluded if they were undergoing additional procedures during the same anesthetic such as bone marrow aspirate or biopsy; if they were allergic to or not tolerant of EMLA cream, propofol, or fentanyl; they were pregnant; or they were having their LPs done by a student or resident","The primary outcome measurement was the total dose of propofol administered to each patient. Other outcomes measured included the level of movement at the time of LP needle insertion, the cell count and differential of the cerebrospinal fluid (CSF), blood pressure, duration of the LP (needle insertion to removal), total anesthesia time (induction to awakening time), and practitioner and parent satisfaction.",27,"prospective, randomized, double blind, placebo-controlled trial",,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,133,2025-12-02T16:03:01.287826,C0023660|C0033124|C1369539|C0015846
34018445,"pediatric, neonates, infants, maternal",clinical trial,postpartum,lidocaine,"pediatric clinic in Brooklyn, New York",patients who were _x0002_14 months old who had received previous SC or IM immunizations and were accompanied by a caregiver who had witnessed the patient receiving an immunization within the previous 7 months and who was willing to participate.,patients with a contraindication to lidocaine 4% such as an allergy or hypersensitivity to lidocaine or if patients had received analgesia within 6 hours prior to immunization; patients were excluded if they received lidocaine cream less than 30 minutes prior to immunization or if greater than 60 minutes had elapsed from application of the cream to time of immunization. Participants including infants and caregivers were excluded if they were already enrolled in the study at an earlier date. Incomplete surveys were excluded from analysis.,The primary outcome was the total duration of cry in seconds following immunization. Second_x0002_ary outcomes include time to cry from first injection as well as level of satisfaction of caregivers and nurses with the overall immunization process and their willingness to use lidocaine cream in the future,44,"prospective, randomized, double-blind, placebo controlled, single center trial",,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,134,2025-12-02T16:03:01.287826,C0023660
34806658,pediatric,clinical trial,postpartum,"lidocaine, saline, propofol","Guangdong Women and Children Hospital, China",children aged from 3 to 10 years with normal electrocardiogram (ECG) results,"age > 10 years or < 3 years, liver insufficiency, major cardiac 
arrhythmia, and allergy to lidocaine",The primary outcome variables were intraoperative propofol and sufentanil requirements and the number of oxygen desaturation episodes (defined as peripheral capillary oxygen desaturation (SpO2) less than 95% and 90%). The secondary outcome variables were recovery time (time between end of colonoscopy and ability for the children to blink) in the post-anesthesia care unit (PACU) and post colonoscopy pain._x0002_,40,randomized placebo‑controlled double‑blind trial,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,135,2025-12-02T16:03:01.287826,C0023660|C0036082|C1369539
35325846,"pediatric, children",pharmacoepidemiology,not applicable,"lidocaine, ibuprofen, paracetamol",15 centers in Turkey,We included pediatric AOM patients with bilateral ear pain after randomization," patients incompatibility (discontinuing the treatment and not 
completing the pain diary)","a known allergy to lidocaine, paracetamol, or ibuprofen; the presence of the patient’s symptoms more than 48 h before evaluation; the receipt of any kind of ear drops or analgesic within the past 24 h preceding hospital admission; the pres_x0002_ence of otorrhea, ear drum perforation, or ventilation tubes; any known underlying disease, including epilepsy, immunodeficiency, liver, heart, or kidney disease; otologic or craniofacial malformations; any concur_x0002_rent disease, including infection and complications from otitis before; and an inability to use the pain scale.",184,"multicenter randomized, open-labeled study",,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,136,2025-12-02T16:03:01.287826,C0023660|C0020740|C0373527
36165596,children,clinical trial,not applicable,"lidocaine, magnessium sulfate","Hamadan University of Medical Sciences, Hamadan, Iran","children aged 3-14, class 1 and 2 American Society of Anesthesiologists (ASA), candidates for adeno-tonsillectomy surgery, with parental consent for participation in the study","withdrawal from participation in the study, the presence of cardiovascular and kidney diseases, a recent history of upper respiratory tract infections and febrile illnesses, history of allergy to magnesium sulfate and lidocaine, difficult intubation, history of corticosteroid use, cardiac arrhythmias, history of myasthenia gravis, and surgeries of duration longer than one hour.","Primary: laryngospasm and stridor / systolic, diastolic, and mean arterial 
pressure, heart rate, respiration rate, and Oxygen saturation (SpO2) / Secondary: recovery duration, sedation score, awakening time, 
agitation, nausea and vomiting, and the analgesic requirements",62,double-blind study,,BPCA_drugs curations.xlsx,PE & CT DATA - Sam,STUDY INFOMATION,Study_info,137,2025-12-02T16:03:01.287826,C0023660|CUI_NOT_FOUND
