PMID,PMCID,Clinical trial ID,DOI,URL,Population,Study type,Drug name,Species,Note,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at,Drug CUI
28244808,,NCT01959204,10.2217/pgs-2016-0183,,Pediatric,PK,oxycodone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,257,2025-12-02T15:56:26.773920,C0030049
28320034,,,10.1055/s-0037-1600917,,Maternal/Pregnancy/Neonate,PK,methadone,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,258,2025-12-02T15:56:26.773920,C0202418
28669739,,,,,Maternal/Pregnancy,PK,Buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,259,2025-12-02T15:56:26.773920,C0006405
28805611,,,10.1016/j.tjog.2016.09.010,,Maternal/labor/delivery/Neonate,PK,Propofol/Remifentanil,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,260,2025-12-02T15:56:26.773920,C1369539|C0246631
29389842,,,10.1097/FTD.0000000000000482,,Neonate/Pediatric,PK,Dihydrocodeine/codeine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,261,2025-12-02T15:56:26.773920,C0058056|C0009214
29521669,,,,,Maternal/Pregnancy/Postpartum,PK,Methadone,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,262,2025-12-02T15:56:26.773920,C0202418
29943508,,NCT00685672,10.1111/aas.13175,,Maternal//Labor/delivery/Neonate,PK,Fentanyl,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,263,2025-12-02T15:56:26.773920,C0015846
30300922,,,,,Neonate,PK/PG,morphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,264,2025-12-02T15:56:26.773920,C0026549
30421550,,,,,Adolescent,PK/PG/PD,morphine,human,case report,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,265,2025-12-02T15:56:26.773920,C0026549
30632944,,,,,Noenate,PK case-report/PM,Sufentanil,human,Concentration-time curve available. The sufentanil population PK model derived from Greeley et  al.4 was individualized to maximize fitting of the simulated PK profile curve with observed concentration points (n = 31) separately in ECMO (14 measured levels)/non-ECMO period (17 measured levels; Figure 1). The fitting was performed using Bayesian method.,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,266,2025-12-02T15:56:26.773920,C0143993
30870164,,,10.1097/ALN.0000000000002664,,Children,"PK, PD",remifentanil,Human,plot of remifentanil venous plasma concentrations through time,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,267,2025-12-02T15:56:26.773920,C0246631
31213888,,NCT01729728,10.2147/JPR.S197039,,Pediatric,PK ,tapentadol,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,268,2025-12-02T15:56:26.773920,C2001271
31303784,,NCT01134536,10.2147/JPR.S197348,,Pediatric,PK ,tapentadol,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,269,2025-12-02T15:56:26.773920,C2001271
31644840,,,,,Maternal/Pregnancy,PK case-report,Burprenorphine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,270,2025-12-02T15:56:26.773920,CUI_NOT_FOUND
31688081,,,,,Children,PK/PD,Morphine,human,"concentration-time, cmax-weight,/biomarker concentration figures available",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,271,2025-12-02T15:56:26.773920,C0026549
31929398,,,,,Maternal/Pregnancy/Postpartum,PK,Buprenorphine,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,272,2025-12-02T15:56:26.773920,C0006405
32044215,,ACTRN12618001012268,10.1016/j.ijoa.2020.01.001,,Maternal//Labor/delivery/Neonate,PK,fentanyl ,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,273,2025-12-02T15:56:26.773920,C0015846
32052397,,,10.1055/s-0040-1701505,,Maternal/Pregnancy/Neonate,PK,methadone ,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,274,2025-12-02T15:56:26.773920,C0202418
32090339,,,,,Neonate/Pediatric,PK,morphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,275,2025-12-02T15:56:26.773920,C0026549
32363420,,,,,Maternal/Labor/Delivery/Neonate,PK,Hydromorphone,Human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,276,2025-12-02T15:56:26.773920,C0012306
32591773,,,10.1093/jat/bkaa069,,Neonate,PK ,fentanyl ,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,277,2025-12-02T15:56:26.773920,C0015846
33030873,,,,,Maternal/Pregnancy,PK/case report/urine,fentanyl,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,278,2025-12-02T15:56:26.773920,C0015846
33481403,,,,,Children,PK,Methadone,human,concentration-time/AAG concentration-time plots available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,279,2025-12-02T15:56:26.773920,C0202418
33542653,,"NCT02221674, NCT02081391, EudraCT 2014-002259-24",10.2147/JPR.S269530,,Pediatric ,PK,Tapentadol,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,280,2025-12-02T15:56:26.773920,C2001271
33864131,,,10.1007/s00737-021-01128-1,,Maternal/Pregnancy/Neonate,PK,Buprenorphine,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,281,2025-12-02T15:56:26.773920,C0006405
34037761,,,10.1093/jat/bkab055,,Maternal/Lactation/Neonate,PK,Tramadol,human,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,282,2025-12-02T15:56:26.773920,C0040610
34784012,, ,,,Pediatric/Adolescent,CT/PK/PD,Fentanyl,human,concentration-dose figures available,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Study,Study,283,2025-12-02T15:56:26.773920,C0015846
26723196,,,,,Maternal/pregnancy/delivery/postpartum/fetal,PK,pravastatin,Human,,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,2,2025-12-02T15:57:20.104443,C0085542
26360932,,,,,Maternal/pregnancy,PK,pravastatin,Human,assay development and validation,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,3,2025-12-02T15:57:20.104443,C0085542
2899094,,,,,maternal/lactation,PK,dilevalol,Human,concentration-time curves available,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,4,2025-12-02T15:57:20.104443,C0012368
4043203,,,,,Maternal/lactation/infant,PK,labetalol,Human,"concentration-time curves available, only a figure for amniotic fluid samples",PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,5,2025-12-02T15:57:20.104443,C0022860
26635169,,,,,Maternal/pregnancy/delivery/lactation/fetal,PK,labetalol,Human,,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,6,2025-12-02T15:57:20.104443,C0022860
18507654,,,,,maternal/lactation,PK/RCT,domperidone,Human,,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,7,2025-12-02T15:57:20.104443,C0013015
3882143,,,,,maternal/lactation,PK/RCT,domperidone,Human,,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,8,2025-12-02T15:57:20.104443,C0013015
30464396,,,,,Maternal/lactation/infant,PK,rosuvastatin,Human,,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,9,2025-12-02T15:57:20.104443,C0965129
34951046,,,,,Maternal/pregnancy/delivery/lactation/fetus/neonate,PK,pravastatin,Human,,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,10,2025-12-02T15:57:20.104443,C0085542
37565541,,,,,Maternal/lactation/infant,PK,Lemborexant,Human,,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,11,2025-12-02T15:57:20.104443,C4519269
36301249,,,,,Maternal/pregnancy/delivery/lactation/fetus/neonate,PK,zolpidem,Human,,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,12,2025-12-02T15:57:20.104443,C0078839
35361275,,,,,Maternal/delivery/lactation,PK,brotizolam/periciazine/sulpiride/alprazolam,Human,,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,13,2025-12-02T15:57:20.104443,C0054151|C0033459|C0038803|C0002333
34348038,,,,,Maternal/delivery/lactation/infant,PK,trazodone,Human,,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,14,2025-12-02T15:57:20.104443,C0040805
30798209,,,,,Maternal/lactation/infant,PK,alprazolam,Human,,PRGLAC PK curations_AS.xlsx,Aditi,Study,Study,15,2025-12-02T15:57:20.104443,C0002333
28708853,PMC5510868,,10.1371/journal.pone.0181082,,pregnant,PK,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,4,2025-12-02T15:57:39.630242,
30380149,,,10.1111/1556-4029.13947,,not pregnant,PK,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,5,2025-12-02T15:57:39.630242,
19743889,,,10.2165/11318050-000000000-00000,,pregnant,PK,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,6,2025-12-02T15:57:39.630242,
36094046,,,10.1002/cpt.2746,,pregnant,PK,,Human ,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,7,2025-12-02T15:57:39.630242,
1749054,,,10.3109/15563659109025744,,pregnant and neonate,PK & outcomes ,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,10,2025-12-02T15:57:39.630242,
16271264,,,10.1016/j.biopsych.2005.06.040,,pregnant,PK & outcomes ,,Human ,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,17,2025-12-02T15:57:39.630242,
12860776,,,10.1001/archpsyc.60.7.720,,pregnant and neonate,PK & outcomes ,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,19,2025-12-02T15:57:39.630242,
19011433,,,10.1097/JCP.0b013e31818d2048,,pregnant,PK,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,25,2025-12-02T15:57:39.630242,
8834425,,,10.1097/00004714-199602000-00015,,pregnant,PK,,Human ,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,29,2025-12-02T15:57:39.630242,
8379562,,,10.1176/ajp.150.10.1541,,pregnant,PK,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,30,2025-12-02T15:57:39.630242,
26416100,,,10.1007/s00228-015-1944-6,,pregnant,PK,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,31,2025-12-02T15:57:39.630242,
28129551,,,10.1016/j.jad.2017.01.019,,pregnant,PK & outcomes ,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,33,2025-12-02T15:57:39.630242,
7893588,PMC1364880,,10.1111/j.1365-2125.1994.tb04382.x,,not pregnant,PK,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,39,2025-12-02T15:57:39.630242,
36103361,,,10.1111/bcp.15533,,pregnant,PK,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,40,2025-12-02T15:57:39.630242,
31186961,PMC6521577,,10.1155/2019/7801465,,pregnant,observational,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,41,2025-12-02T15:57:39.630242,
25846018,PMC5515586,,10.1007/s00737-015-0524-1,,pregnant,observational,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,43,2025-12-02T15:57:39.630242,
16449615,,,10.1001/jama.295.5.499,,pregnant,observational/outcomes,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,44,2025-12-02T15:57:39.630242,
34587291,PMC8608752,,10.1002/phar.2628,,pregnant & neonate,observational/outcomes,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,45,2025-12-02T15:57:39.630242,
9286185,,,10.1176/ajp.154.9.1255,,pregnant,PK,,Human,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,48,2025-12-02T15:57:39.630242,
11578995,,,10.1176/appi.ajp.158.10.1631,,pregnant,PK,,Human ,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,50,2025-12-02T15:57:39.630242,
 16190933,,,10.1111/j.1528-1167.2005.00251.x,,pregnant,PK,,Human ,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,51,2025-12-02T15:57:39.630242,
37982307,PMC10833183,,10.1097/YIC.0000000000000520,,pregnant,PK & outcomes,,Human ,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,52,2025-12-02T15:57:39.630242,
19658039,PMC2873069,,10.1080/14767050903168424,,pregnant,PK,,Human ,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,57,2025-12-02T15:57:39.630242,
12590627,,,10.4088/jcp.v64n0114,,pregnant,PK,,Human ,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Study,Study,61,2025-12-02T15:57:39.630242,
33464021,PMC8043511,NCT0818258 ,10.1097/INF.0000000000003055,,,PK,"Zidovudine, Lamivudine, and Lopinavir / Ritonavir",Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,20,2025-12-02T16:03:28.889391,C0043474|C0209738|CUI_NOT_FOUND|C1114179
35599363,,,10.1111/apt.17040,,lactation,PK,Tenofovir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,21,2025-12-02T16:03:28.889391,C0384228
34254323,PMC8448937,NCT00042289 ,10.1111/jcpt.13477,,3rd trimester/postpartum,PK,Tenofovir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,22,2025-12-02T16:03:28.889391,C0384228
34483946,PMC34483946,,10.3389/fphar.2021.734760,,lactation,PK,Tenofovir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,23,2025-12-02T16:03:28.889391,C0384228
33252481,PMC7856036,,10.1097/QAD.0000000000002762,,,PK,Maraviroc,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,24,2025-12-02T16:03:28.889391,C1667052
35489377,PMC9313528,NCT01302847,10.1016/S2352-3018(22)00044-3,,,"PK, clinical",Dolutegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,25,2025-12-02T16:03:28.889391,C3253985
35288747,,,10.1093/jac/dkac081,,2nd and 3rd trimester,PK,Dolutegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,26,2025-12-02T16:03:28.889391,C3253985
35189082,PMC9046096,NCT02259127,10.1016/S2352-3018(21)00292-7,,,PK and safety,Dolutegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,27,2025-12-02T16:03:28.889391,C3253985
31539371,PMC6754125,NCT02245022,10.1371/journal.pmed.1002895,,3rd trimester/lactation,PK and safety,Dolutegravir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,28,2025-12-02T16:03:28.889391,C3253985
30728322,,,10.3851/IMP3291,,,PK,Darunavir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,29,2025-12-02T16:03:28.889391,C1435444
33638195,,,10.1111/jcpt.13388,,,PK,Midazolam,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,30,2025-12-02T16:03:28.889391,C0026056
33037681,,NCT02894645,10.1111/bcp.14596,,,CT,Vincristine,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,31,2025-12-02T16:03:28.889391,C0042679
34023919,,NCT00674193 ,10.1007/s00280-021-04295-1,,,PK,"Vincristine, Actinomycin-D",Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,32,2025-12-02T16:03:28.889391,C0042679|C0010934
29718415,,,10.1093/jpids/piy032,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,33,2025-12-02T16:03:28.889391,C0042313
29742643,,,10.1097/INF.0000000000002088,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,34,2025-12-02T16:03:28.889391,C0042313
30371946,,,10.1002/jcph.1323,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,35,2025-12-02T16:03:28.889391,C0042313
30785491,,,10.31744/einstein_journal/2019AO4396,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,36,2025-12-02T16:03:28.889391,C0042313
30937470,,,10.1007/s00228-019-02664-7,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,37,2025-12-02T16:03:28.889391,C0042313
30950674,,,10.1080/23744235.2018.1541250,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,38,2025-12-02T16:03:28.889391,C0042313
30983533,,,10.1080/1120009X.2019.1599574,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,39,2025-12-02T16:03:28.889391,C0042313
31019403,,,10.5863/1551-6776-24.2.107,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,40,2025-12-02T16:03:28.889391,C0042313
31301023,,,10.1007/s13318-019-00568-6,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,41,2025-12-02T16:03:28.889391,C0042313
31342543,,,10.1002/jcph.1498.,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,42,2025-12-02T16:03:28.889391,C0042313
31403243,,,10.1111/bcpt.13303,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,43,2025-12-02T16:03:28.889391,C0042313
31911739,,,10.5005/jp-journals-10071-23275,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,44,2025-12-02T16:03:28.889391,C0042313
31935538,,,10.1016/j.ijid.2019.12.036,,,"PK, popPK modelling",Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,45,2025-12-02T16:03:28.889391,C0042313
32296501,PMC7147555,,10.1136/ejhpharm-2018-001720,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,46,2025-12-02T16:03:28.889391,C0042313
32507958,PMC7383037,,10.1007/s40272-020-00400-8,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,47,2025-12-02T16:03:28.889391,C0042313
32636687,PMC7334008,,10.2147/RMHP.S244836,,,"PK, Clinical",Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,48,2025-12-02T16:03:28.889391,C0042313
32641912,PMC7337133,,10.5863/1551-6776-25.5.423,,,"PK, Clinical",Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,49,2025-12-02T16:03:28.889391,C0042313
32922785,PMC7453445,,10.1177/2050312120951058,,,PE,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,50,2025-12-02T16:03:28.889391,C0042313
32984899,,,10.1093/icvts/ivaa162,,,"PK, PE",Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,51,2025-12-02T16:03:28.889391,C0042313
33053028,PMC7595722,,10.5935/0103-507X.20200067,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,52,2025-12-02T16:03:28.889391,C0042313
33068298,PMC7839485,,10.1002/cpt.2088,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,53,2025-12-02T16:03:28.889391,C0042313
33070357,,,10.1002/phar.2473,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,54,2025-12-02T16:03:28.889391,C0042313
33189901,PMC7848885,,10.1016/j.ejps.2020.105643,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,55,2025-12-02T16:03:28.889391,C0042313
33318009,PMC8092535,,10.1128/AAC.02523-20,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,56,2025-12-02T16:03:28.889391,C0042313
33472817,PMC8899688,,10.1136/ejhpharm-2020-002479,,,"popPK modelling, clinical",Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,57,2025-12-02T16:03:28.889391,C0042313
33708851,PMC7940948,,10.21037/atm-20-4005,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,58,2025-12-02T16:03:28.889391,C0042313
33789546,,NCT02839486 ,10.1177/02676591211006828,,,"PD, PK",Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,59,2025-12-02T16:03:28.889391,C0042313
33793589,PMC8016336,,10.1371/journal.pone.0247714,,,"PK, PD",Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,60,2025-12-02T16:03:28.889391,C0042313
33830468,,,10.1007/s40272-021-00445-3,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,61,2025-12-02T16:03:28.889391,C0042313
33947475,PMC8097779,,10.1186/s40360-021-00489-8,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,62,2025-12-02T16:03:28.889391,C0042313
34197665,PMC9255595,,10.1111/ped.14905,,,"PK, dosing scheme",Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,63,2025-12-02T16:03:28.889391,C0042313
34289402,,,10.1016/j.ijantimicag,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,64,2025-12-02T16:03:28.889391,C0042313
34544677,,,10.1016/j.pedneo.2021.06.018,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,65,2025-12-02T16:03:28.889391,C0042313
34612690,,,10.1128/Spectrum.00460-21,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,66,2025-12-02T16:03:28.889391,C0042313
34645692,,,10.1542/hpeds.2020-004465,,,"PK, PD",Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,67,2025-12-02T16:03:28.889391,C0042313
34664790,PMC8525138,,10.1002/prp2.885,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,68,2025-12-02T16:03:28.889391,C0042313
35037934,,,10.1093/jac/dkab469,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,69,2025-12-02T16:03:28.889391,C0042313
35049078,,,10.1002/jcph.2029,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,70,2025-12-02T16:03:28.889391,C0042313
35094368,,,10.1007/s43441-021-00368-8,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,71,2025-12-02T16:03:28.889391,C0042313
35255798,,,10.2174/1573396318666220307115307,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,72,2025-12-02T16:03:28.889391,C0042313
35293782,PMC9046768,,10.1128/aac.01899-21,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,73,2025-12-02T16:03:28.889391,C0042313
35383737,,,10.1097/FTD.0000000000000986,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,74,2025-12-02T16:03:28.889391,C0042313
35465728,PMC9112885,,10.1128/aac.02191-21,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,75,2025-12-02T16:03:28.889391,C0042313
35581390,,,10.1007/s00431-022-04500-0,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,76,2025-12-02T16:03:28.889391,C0042313
35688759,,,10.1016/j.jiac.2022.05.017,,,popPK modelling,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,77,2025-12-02T16:03:28.889391,C0042313
35821590,PMC9345591,,10.1097/FTD.0000000000000978,,,PK,Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,78,2025-12-02T16:03:28.889391,C0042313
35844752,PMC9279905,,10.3389/fped.2022.867712,,,"PK, PE",Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,79,2025-12-02T16:03:28.889391,C0042313
36222533,PMC9664865,,10.1128/aac.01109-22. Epub 2022 Oct 12,,,"PK, PE",Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,80,2025-12-02T16:03:28.889391,C0042313
36254077,PMC9575798,,10.1097/MD.0000000000030145,,,"PK, PE",Vancomycin ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,81,2025-12-02T16:03:28.889391,C0042313
32107351,,,10.1097/FTD.0000000000000751.,,,"PE, PK",Valproic Acid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,82,2025-12-02T16:03:28.889391,C0042291
32276895,,,,,,"PE, PK",Valproic Acid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,83,2025-12-02T16:03:28.889391,C0042291
33336359,PMC8089035,NCT01960075,,,,"CT, PK","Valproic Acid, Fosphenytoin, Levetiracetam ",Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,84,2025-12-02T16:03:28.889391,C0042291|C0244656|C0377265
34000957,,,10.1080/00498254.2021.1931554,,,"PE, PK",Valproic Acid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,85,2025-12-02T16:03:28.889391,C0042291
35997547,,,10.1080/00498254.2022.2117109,,,PK,Valproic Acid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,86,2025-12-02T16:03:28.889391,C0042291
32168220,,,,,postpartum,PK,Tranexamic acid,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,87,2025-12-02T16:03:28.889391,C0040613
