PMID,Specimen type,Value,Unit,Time to specimen,Time unit,summary statistics,Variation type,variation value,Interval type,Interval low,Interval high,Subjects n,Population,Pregnancy Stage ,Gestational Age,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
12545145,breast milk,,,,,,,,,,,3,maternal,lactation,,"Milk was collected from both breasts by a manual or electric breast pump at the time that the infant would normally be fed or at approximately 2, 4, 6 to 8, and 10 to 12 hours after dosing ",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,113,2025-12-02T16:05:15.285876
12545145,blood,<2 ml,,,,,,,,,,2,pediatric,,infants,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,114,2025-12-02T16:05:15.285876
12545145,breast milk,,,,,,,,,,,5,maternal,lactation,,"Milk was collected over a 12-hour period for subject 2.1, over a 24-hour period for sub- jects 2.2 and 2.3, and over a 72-hour period for subjects 2.4 and 2.5. ",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,115,2025-12-02T16:05:15.285876
12545145,blood,5-10,ml,,,,,,,,,3,maternal,lactation,,"Maternal blood samples were taken throughout a dosing interval at approximately 0 (pre- dose), 1, 2, 4, 6 to 8, and 10 to 12 hours after admin- istration of metformin ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,111,2025-12-02T16:05:21.693926
12545145,blood,5-10,ml,,,,,,,,,5,maternal,lactation,,"Maternal blood samples (5-10 mL) were taken at approximately 0 (predose), 1, 2, 4, 8, and 12 hours after dosing, and the exact time was recorded. Additional blood samples were taken at 24 hours in subjects 2.2, 2.3, 2.4, and 2.5. ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,112,2025-12-02T16:05:21.693926
12545145,breast milk,,,,,,,,,,,3,maternal,lactation,,"Milk was collected from both breasts by a manual or electric breast pump at the time that the infant would normally be fed or at approximately 2, 4, 6 to 8, and 10 to 12 hours after dosing ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,113,2025-12-02T16:05:21.693926
12545145,blood,<2 ml,,,,,,,,,,2,pediatric,,infants,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,114,2025-12-02T16:05:21.693926
12545145,breast milk,,,,,,,,,,,5,maternal,lactation,,"Milk was collected over a 12-hour period for subject 2.1, over a 24-hour period for sub- jects 2.2 and 2.3, and over a 72-hour period for subjects 2.4 and 2.5. ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,115,2025-12-02T16:05:21.693926
15932841.0,blood,,,,,,,,,,,7.0,maternal,lactation,,"Four to 17 days after delivery (ie, metformin concen- tration was at steady state), a trough blood sample was obtained from the mother immediately before a sched- uled morning dose of metformin ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,116,2025-12-02T16:05:06.614238
15932841.0,breast milk,10,ml,,,,,,,,,7.0,maternal,lactation,,A trough milk sample was also collected at the same time. ,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,117,2025-12-02T16:05:06.614238
15932841.0,blood,,,,,,,,,,,7.0,maternal,lactation,,"Four to 17 days after delivery (ie, metformin concen- tration was at steady state), a trough blood sample was obtained from the mother immediately before a sched- uled morning dose of metformin ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,116,2025-12-02T16:05:06.769793
15932841.0,breast milk,10,ml,,,,,,,,,7.0,maternal,lactation,,A trough milk sample was also collected at the same time. ,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,117,2025-12-02T16:05:06.769793
15932841.0,blood,,,,,,,,,,,7.0,maternal,lactation,,"Four to 17 days after delivery (ie, metformin concen- tration was at steady state), a trough blood sample was obtained from the mother immediately before a sched- uled morning dose of metformin ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,116,2025-12-02T16:05:11.297067
15932841.0,breast milk,10,ml,,,,,,,,,7.0,maternal,lactation,,A trough milk sample was also collected at the same time. ,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,117,2025-12-02T16:05:11.297067
15932841.0,blood,,,,,,,,,,,7.0,maternal,lactation,,"Four to 17 days after delivery (ie, metformin concen- tration was at steady state), a trough blood sample was obtained from the mother immediately before a sched- uled morning dose of metformin ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,116,2025-12-02T16:05:13.141371
15932841.0,breast milk,10,ml,,,,,,,,,7.0,maternal,lactation,,A trough milk sample was also collected at the same time. ,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,117,2025-12-02T16:05:13.141371
15932841,blood,,,,,,,,,,,7,maternal,lactation,,"Four to 17 days after delivery (ie, metformin concen- tration was at steady state), a trough blood sample was obtained from the mother immediately before a sched- uled morning dose of metformin ",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,116,2025-12-02T16:05:15.285876
15932841,breast milk,10,ml,,,,,,,,,7,maternal,lactation,,A trough milk sample was also collected at the same time. ,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,117,2025-12-02T16:05:15.285876
15932841,blood,,,,,,,,,,,7,maternal,lactation,,"Four to 17 days after delivery (ie, metformin concen- tration was at steady state), a trough blood sample was obtained from the mother immediately before a sched- uled morning dose of metformin ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,116,2025-12-02T16:05:21.693926
15932841,breast milk,10,ml,,,,,,,,,7,maternal,lactation,,A trough milk sample was also collected at the same time. ,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,117,2025-12-02T16:05:21.693926
16492218.0,blood,5,ml,,,,,,,,,7.0,maternal,3rd trimester/postpartum,,"blood samples were taken prior to the first daily dose (at 0 h) and then at 1, 2, 4, 8 and 12 h post-dose",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,118,2025-12-02T16:05:06.614238
16492218.0,blood,5,ml,,,,,,,,,7.0,maternal,3rd trimester/postpartum,,"blood samples were taken prior to the first daily dose (at 0 h) and then at 1, 2, 4, 8 and 12 h post-dose",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,118,2025-12-02T16:05:06.769793
16492218.0,blood,5,ml,,,,,,,,,7.0,maternal,3rd trimester/postpartum,,"blood samples were taken prior to the first daily dose (at 0 h) and then at 1, 2, 4, 8 and 12 h post-dose",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,118,2025-12-02T16:05:11.297067
16492218.0,blood,5,ml,,,,,,,,,7.0,maternal,3rd trimester/postpartum,,"blood samples were taken prior to the first daily dose (at 0 h) and then at 1, 2, 4, 8 and 12 h post-dose",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,118,2025-12-02T16:05:13.141371
16492218,blood,5,ml,,,,,,,,,7,maternal,3rd trimester/postpartum,,"blood samples were taken prior to the first daily dose (at 0 h) and then at 1, 2, 4, 8 and 12 h post-dose",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,118,2025-12-02T16:05:15.285876
16492218,blood,5,ml,,,,,,,,,7,maternal,3rd trimester/postpartum,,"blood samples were taken prior to the first daily dose (at 0 h) and then at 1, 2, 4, 8 and 12 h post-dose",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,118,2025-12-02T16:05:21.693926
23018469.0,blood,5,ml,,,,,,,,,17.0,maternal ,third trimester,,"blood samples were collected during the dose interval at the following times: 0.5, 1, 1.5, 2, 2.5, 3,4,5,6,7,8,9,10,11and12h. ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,119,2025-12-02T16:05:06.614238
23018469.0,blood,5,ml,,,,,,,,,17.0,maternal ,third trimester,,"blood samples were collected during the dose interval at the following times: 0.5, 1, 1.5, 2, 2.5, 3,4,5,6,7,8,9,10,11and12h. ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,119,2025-12-02T16:05:06.769793
23018469.0,blood,5,ml,,,,,,,,,17.0,maternal ,third trimester,,"blood samples were collected during the dose interval at the following times: 0.5, 1, 1.5, 2, 2.5, 3,4,5,6,7,8,9,10,11and12h. ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,119,2025-12-02T16:05:11.297067
23018469.0,blood,5,ml,,,,,,,,,17.0,maternal ,third trimester,,"blood samples were collected during the dose interval at the following times: 0.5, 1, 1.5, 2, 2.5, 3,4,5,6,7,8,9,10,11and12h. ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,119,2025-12-02T16:05:13.141371
23018469,blood,5,ml,,,,,,,,,17,maternal ,third trimester,,"blood samples were collected during the dose interval at the following times: 0.5, 1, 1.5, 2, 2.5, 3,4,5,6,7,8,9,10,11and12h. ",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,119,2025-12-02T16:05:15.285876
23018469,blood,5,ml,,,,,,,,,17,maternal ,third trimester,,"blood samples were collected during the dose interval at the following times: 0.5, 1, 1.5, 2, 2.5, 3,4,5,6,7,8,9,10,11and12h. ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,119,2025-12-02T16:05:21.693926
28069720.0,urine,,,,,,,,,,,25.0,maternal ,pregnancy/postpartum,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,120,2025-12-02T16:05:06.614238
28069720.0,urine,,,,,,,,,,,25.0,maternal ,pregnancy/postpartum,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,120,2025-12-02T16:05:06.769793
28069720.0,urine,,,,,,,,,,,25.0,maternal ,pregnancy/postpartum,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,120,2025-12-02T16:05:11.297067
28069720.0,urine,,,,,,,,,,,25.0,maternal ,pregnancy/postpartum,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,120,2025-12-02T16:05:13.141371
28069720,urine,,,,,,,,,,,25,maternal ,pregnancy/postpartum,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,120,2025-12-02T16:05:15.285876
28069720,urine,,,,,,,,,,,25,maternal ,pregnancy/postpartum,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,120,2025-12-02T16:05:21.693926
15866611.0,Blood,,,,,,,,,,,15.0,maternal ,delivery,,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,121,2025-12-02T16:05:06.614238
15866611.0,umbilical artery  blood ,,,,,,,,,,,15.0,pediatric,,infants,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,122,2025-12-02T16:05:06.614238
15866611.0,umbilical vein blood ,,,,,,,,,,,15.0,pediatric,,infants,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,123,2025-12-02T16:05:06.614238
15866611.0,Blood,,,,,,,,,,,15.0,maternal ,delivery,,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,121,2025-12-02T16:05:06.769793
15866611.0,umbilical artery  blood ,,,,,,,,,,,15.0,pediatric,,infants,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,122,2025-12-02T16:05:06.769793
15866611.0,umbilical vein blood ,,,,,,,,,,,15.0,pediatric,,infants,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,123,2025-12-02T16:05:06.769793
15866611.0,Blood,,,,,,,,,,,15.0,maternal ,delivery,,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,121,2025-12-02T16:05:11.297067
15866611.0,umbilical artery  blood ,,,,,,,,,,,15.0,pediatric,,infants,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,122,2025-12-02T16:05:11.297067
15866611.0,umbilical vein blood ,,,,,,,,,,,15.0,pediatric,,infants,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,123,2025-12-02T16:05:11.297067
15866611.0,Blood,,,,,,,,,,,15.0,maternal ,delivery,,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,121,2025-12-02T16:05:13.141371
15866611.0,umbilical artery  blood ,,,,,,,,,,,15.0,pediatric,,infants,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,122,2025-12-02T16:05:13.141371
15866611.0,umbilical vein blood ,,,,,,,,,,,15.0,pediatric,,infants,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,123,2025-12-02T16:05:13.141371
15866611,Blood,,,,,,,,,,,15,maternal ,delivery,,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,121,2025-12-02T16:05:15.285876
15866611,umbilical artery  blood ,,,,,,,,,,,15,pediatric,,infants,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,122,2025-12-02T16:05:15.285876
15866611,umbilical vein blood ,,,,,,,,,,,15,pediatric,,infants,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,123,2025-12-02T16:05:15.285876
15866611,Blood,,,,,,,,,,,15,maternal ,delivery,,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,121,2025-12-02T16:05:21.693926
15866611,umbilical artery  blood ,,,,,,,,,,,15,pediatric,,infants,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,122,2025-12-02T16:05:21.693926
15866611,umbilical vein blood ,,,,,,,,,,,15,pediatric,,infants,Blood samples from an antecubital vein of the mother and the umbilical artery and umbilical vein were separately drawn within 1 hour after delivery,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,123,2025-12-02T16:05:21.693926
24633859.0,Blood,,,,,,,,,,,63.0,maternal ,delivery,,immediately after delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,124,2025-12-02T16:05:06.614238
24633859.0,umbilical cord,,,,,,,,,,,63.0,pediatric,,fetus,immediately after delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,125,2025-12-02T16:05:06.614238
24633859.0,Blood,,,,,,,,,,,86.0,maternal ,3rd trimester,36 GW,Samples were taken in the morning after overnight fasting before intake of the morning dose,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,126,2025-12-02T16:05:06.614238
24633859.0,Blood,,,,,,,,,,,63.0,maternal ,delivery,,immediately after delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,124,2025-12-02T16:05:06.769793
24633859.0,umbilical cord,,,,,,,,,,,63.0,pediatric,,fetus,immediately after delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,125,2025-12-02T16:05:06.769793
24633859.0,Blood,,,,,,,,,,,86.0,maternal ,3rd trimester,36 GW,Samples were taken in the morning after overnight fasting before intake of the morning dose,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,126,2025-12-02T16:05:06.769793
24633859.0,Blood,,,,,,,,,,,63.0,maternal ,delivery,,immediately after delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,124,2025-12-02T16:05:11.297067
24633859.0,umbilical cord,,,,,,,,,,,63.0,pediatric,,fetus,immediately after delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,125,2025-12-02T16:05:11.297067
24633859.0,Blood,,,,,,,,,,,86.0,maternal ,3rd trimester,36 GW,Samples were taken in the morning after overnight fasting before intake of the morning dose,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,126,2025-12-02T16:05:11.297067
24633859.0,Blood,,,,,,,,,,,63.0,maternal ,delivery,,immediately after delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,124,2025-12-02T16:05:13.141371
24633859.0,umbilical cord,,,,,,,,,,,63.0,pediatric,,fetus,immediately after delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,125,2025-12-02T16:05:13.141371
24633859.0,Blood,,,,,,,,,,,86.0,maternal ,3rd trimester,36 GW,Samples were taken in the morning after overnight fasting before intake of the morning dose,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,126,2025-12-02T16:05:13.141371
24633859,Blood,,,,,,,,,,,63,maternal ,delivery,,immediately after delivery,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,124,2025-12-02T16:05:15.285876
24633859,umbilical cord,,,,,,,,,,,63,pediatric,,fetus,immediately after delivery,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,125,2025-12-02T16:05:15.285876
24633859,Blood,,,,,,,,,,,86,maternal ,3rd trimester,36 GW,Samples were taken in the morning after overnight fasting before intake of the morning dose,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,126,2025-12-02T16:05:15.285876
24633859,Blood,,,,,,,,,,,63,maternal ,delivery,,immediately after delivery,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,124,2025-12-02T16:05:21.693926
24633859,umbilical cord,,,,,,,,,,,63,pediatric,,fetus,immediately after delivery,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,125,2025-12-02T16:05:21.693926
24633859,Blood,,,,,,,,,,,86,maternal ,3rd trimester,36 GW,Samples were taken in the morning after overnight fasting before intake of the morning dose,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,126,2025-12-02T16:05:21.693926
1608848.0,Blood,5,ml,,,,,,,,,15.0,maternal ,pregnancy,,"A 5-ml blood sample was drawn 6 hours after the last (eighth) dose, defined as time 0 for the study interval. Postdose blood samples were drawn at 20, 40, 60, 120, 240, and 360 minutes.",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,127,2025-12-02T16:05:06.614238
1608848.0,Blood,,,,,,,,,,,15.0,maternal ,pregnancy,,"Random serum concentrations were also collected from 15 patients receiving larger daily doses of nifedipine (60, 80, or 120 mg)",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,128,2025-12-02T16:05:06.614238
1608848.0,cord blood,,,,,,,,,,,15.0,pediatric,,fetus,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,129,2025-12-02T16:05:06.614238
1608848.0,Blood,,,,,,,,,,,15.0,maternal ,delivery,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,130,2025-12-02T16:05:06.614238
1608848.0,amniotic fluid,,,,,,,,,,,15.0,maternal ,delivery,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,131,2025-12-02T16:05:06.614238
1608848.0,Blood,5,ml,,,,,,,,,15.0,maternal ,pregnancy,,"A 5-ml blood sample was drawn 6 hours after the last (eighth) dose, defined as time 0 for the study interval. Postdose blood samples were drawn at 20, 40, 60, 120, 240, and 360 minutes.",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,127,2025-12-02T16:05:06.769793
1608848.0,Blood,,,,,,,,,,,15.0,maternal ,pregnancy,,"Random serum concentrations were also collected from 15 patients receiving larger daily doses of nifedipine (60, 80, or 120 mg)",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,128,2025-12-02T16:05:06.769793
1608848.0,cord blood,,,,,,,,,,,15.0,pediatric,,fetus,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,129,2025-12-02T16:05:06.769793
1608848.0,Blood,,,,,,,,,,,15.0,maternal ,delivery,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,130,2025-12-02T16:05:06.769793
1608848.0,amniotic fluid,,,,,,,,,,,15.0,maternal ,delivery,,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,131,2025-12-02T16:05:06.769793
1608848.0,Blood,5,ml,,,,,,,,,15.0,maternal ,pregnancy,,"A 5-ml blood sample was drawn 6 hours after the last (eighth) dose, defined as time 0 for the study interval. Postdose blood samples were drawn at 20, 40, 60, 120, 240, and 360 minutes.",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,127,2025-12-02T16:05:11.297067
1608848.0,Blood,,,,,,,,,,,15.0,maternal ,pregnancy,,"Random serum concentrations were also collected from 15 patients receiving larger daily doses of nifedipine (60, 80, or 120 mg)",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,128,2025-12-02T16:05:11.297067
1608848.0,cord blood,,,,,,,,,,,15.0,pediatric,,fetus,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,129,2025-12-02T16:05:11.297067
1608848.0,Blood,,,,,,,,,,,15.0,maternal ,delivery,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,130,2025-12-02T16:05:11.297067
1608848.0,amniotic fluid,,,,,,,,,,,15.0,maternal ,delivery,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,131,2025-12-02T16:05:11.297067
1608848.0,Blood,5,ml,,,,,,,,,15.0,maternal ,pregnancy,,"A 5-ml blood sample was drawn 6 hours after the last (eighth) dose, defined as time 0 for the study interval. Postdose blood samples were drawn at 20, 40, 60, 120, 240, and 360 minutes.",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,127,2025-12-02T16:05:13.141371
1608848.0,Blood,,,,,,,,,,,15.0,maternal ,pregnancy,,"Random serum concentrations were also collected from 15 patients receiving larger daily doses of nifedipine (60, 80, or 120 mg)",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,128,2025-12-02T16:05:13.141371
1608848.0,cord blood,,,,,,,,,,,15.0,pediatric,,fetus,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,129,2025-12-02T16:05:13.141371
1608848.0,Blood,,,,,,,,,,,15.0,maternal ,delivery,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,130,2025-12-02T16:05:13.141371
1608848.0,amniotic fluid,,,,,,,,,,,15.0,maternal ,delivery,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,131,2025-12-02T16:05:13.141371
1608848,Blood,5,ml,,,,,,,,,15,maternal ,pregnancy,,"A 5-ml blood sample was drawn 6 hours after the last (eighth) dose, defined as time 0 for the study interval. Postdose blood samples were drawn at 20, 40, 60, 120, 240, and 360 minutes.",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,127,2025-12-02T16:05:15.285876
1608848,Blood,,,,,,,,,,,15,maternal ,pregnancy,,"Random serum concentrations were also collected from 15 patients receiving larger daily doses of nifedipine (60, 80, or 120 mg)",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,128,2025-12-02T16:05:15.285876
1608848,cord blood,,,,,,,,,,,15,pediatric,,fetus,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,129,2025-12-02T16:05:15.285876
1608848,Blood,,,,,,,,,,,15,maternal ,delivery,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,130,2025-12-02T16:05:15.285876
1608848,amniotic fluid,,,,,,,,,,,15,maternal ,delivery,,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,131,2025-12-02T16:05:15.285876
