PMID,Drug/metabilite name,Characteristics,Value,Unit,Summary Statistics,variation type,variation value,Interval type,Interval low,Interval high,Frequency,Route,Schedule,Subjects n,Population,Pregnancy Stage ,Gestational Age,P-value,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
36181377.0,neostigmine ,dose,0.03,mg/kg,,,,,,,single dose,IV,after neuromuscular blockade with 1 mg∙kg−1  of rocuronium,10.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,893,2025-12-02T16:03:32.268615
31112621.0,tobramycin,daily dose,75,mg,,,,,,,bid,inhalation,Visit 1 was followed by a 28‐days home treatmentperiod during which patients inhaled tobramycin twice daily with theI‐neb,16.0,pediatric,,children,,nebulization with I‐neb,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,894,2025-12-02T16:03:32.268615
31112621.0,tobramycin,daily dose,300,mg,,,,,,,bid,inhalation,"The home treatment periodand study visit 2 was separated by a wash‐out period of 2 days forcomplete tobramycin clearance. Patients from treatment arm B startedwith a PARI‐LC Plus inhalation at visit 1, inhaled tobramycin twicedaily for 28 days with the PARI‐LC Plus and performed a supervisedtobramycin inhalation with the I‐neb at visit 2. ",6.0,pediatric,,children,,nebulization with PARI‐LC Plus,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,895,2025-12-02T16:03:32.268615
32507958.0,tobramycin,daily dose,4,mg/kg/dose,,,,,,,every 48 h,IV,,46.0,pediatric,,Preterm,,"Preterm < 32 weeks GA, < 7 days PNA",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,896,2025-12-02T16:03:32.268615
32507958.0,tobramycin,daily dose,4,mg/kg/dose,,,,,,,every 36 h,IV,,28.0,pediatric,,Preterm,,"Preterm 32–37 weeks GA, < 7 days PNA",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,897,2025-12-02T16:03:32.268615
32507958.0,tobramycin,daily dose,4,mg/kg/dose,,,,,,,every 36-48 h,IV,,71.0,pediatric,,Preterm,,"≥ 7 days PNA, before 2015",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,898,2025-12-02T16:03:32.268615
32507958.0,tobramycin,daily dose,4,mg/kg/dose,,,,,,,every 24 h,IV,,71.0,pediatric,,Preterm,,"≥ 7 days PNA, after 2015",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,899,2025-12-02T16:03:32.268615
32507958.0,tobramycin,daily dose,4,mg/kg/dose,,,,,,,every 24 h,IV,,76.0,pediatric,,neonates,,"Term, any PNA",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,900,2025-12-02T16:03:32.268615
32507958.0,tobramycin,daily dose,5-7,mg/kg/dose,,,,,,,every 24 h,IV,,,pediatric,,children,,1 month-18 years,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,901,2025-12-02T16:03:32.268615
32507958.0,vancomycin,daily dose,20,mg/kg/dose,,,,,,,every 12h,IV,,17.0,pediatric,,preterm,,"Preterm, <7 days PNA",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,902,2025-12-02T16:03:32.268615
32507958.0,vancomycin,daily dose,30,mg/kg/dose,,,,,,,every 8 h,IV,,65.0,pediatric,,preterm,,"Preterm, >=7 days PNA",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,903,2025-12-02T16:03:32.268615
32507958.0,vancomycin,daily dose,20,mg/kg/dose,,,,,,,every 12h,IV,,10.0,pediatric,,neonates ,,"< 7 days PNA, before 2015",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,904,2025-12-02T16:03:32.268615
32507958.0,vancomycin,daily dose,32,mg/kg/dose,,,,,,,every 6 h,IV,,10.0,pediatric,,neonates ,,"< 7 days PNA, after 2015",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,905,2025-12-02T16:03:32.268615
32507958.0,vancomycin,daily dose,30,mg/kg/dose,,,,,,,every 8 h,IV,,,pediatric,,neonates ,,">= 7 days PNA, before 2015",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,906,2025-12-02T16:03:32.268615
32507958.0,vancomycin,daily dose,48,mg/kg/dose,,,,,,,every 6 h,IV,,,pediatric,,neonates ,,">= 7 days PNA, after  2015",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,907,2025-12-02T16:03:32.268615
32507958.0,vancomycin,daily dose,40,mg/kg/dose,,,,,,,every 8 h,IV,,,pediatric,,children,,"1 month-18 years, before 2015",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,908,2025-12-02T16:03:32.268615
32507958.0,vancomycin,daily dose,60,mg/kg/dose,,,,,,,every 6 h,IV,,,pediatric,,children,,"1 month-18 years, after 2015",PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,909,2025-12-02T16:03:32.268615
32568427.0,tobramycin,dose,11.3,mg/kg,median,,,IQR,1.7,,,IV,before initiation ofCFTR modulator therap,34.0,pediatric,,children,0.06,Pre‐CFTRmodulator,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,910,2025-12-02T16:03:32.268615
32568427.0,tobramycin,dose,10.55,mg/kg,median,,,IQR,2.1,,,IV,at least 2 weeks after beginningtreatment with a CFTR modulator,34.0,pediatric,,children,0.06,Post‐CFTRmodulator,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,911,2025-12-02T16:03:32.268615
35921575.0,tobramycin,dose,80,mg,,,,,,,every 8 hours,inhalation,,12.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,912,2025-12-02T16:03:32.268615
35921575.0,tobramycin,duration of treatment,7.9,days,mean,SD,2.6,,,,,,,12.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,913,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Final total daily dose,79.5,mg/kg/day,mean,SD,9.6,,,,,IIV,,17.0,pediatric,,infants/children (>31 days to <2 years),0.04,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,914,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Final total daily dose,79.1,mg/kg/day,mean,SD,8.5,,,,,IIV,,38.0,pediatric,,children/adolescents (2 to <8 years),0.04,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,915,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Final total daily dose,72.5,mg/kg/day,mean,SD,12.6,,,,,IIV,,21.0,pediatric,,children/adolescents (8 to <18 years),0.04,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,916,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Initial total daily dose,46.2,mg/kg/day,mean,SD,3.8,,,,,CIV,,17.0,pediatric,,infants/children (>31 days to <2 years),0.023,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,917,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Initial total daily dose,44.5,mg/kg/day,mean,SD,4.8,,,,,CIV,,38.0,pediatric,,children/adolescents (2 to <8 years),0.023,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,918,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Initial total daily dose,41.5,mg/kg/day,mean,SD,7.0,,,,,CIV,,21.0,pediatric,,children/adolescents (8 to <18 years),0.023,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,919,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Total daily dose at time of initial steady state serum vancomycin concentration,46.2,mg/kg/day,mean,SD,3.7,,,,,CIV,,13.0,pediatric,,infants/children (>31 days to <2 years),0.125,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,920,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Total daily dose at time of initial steady state serum vancomycin concentration,44.4,mg/kg/day,mean,SD,5.1,,,,,CIV,,28.0,pediatric,,children/adolescents (2 to <8 years),0.125,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,921,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Total daily dose at time of initial steady state serum vancomycin concentration,41.9,mg/kg/day,mean,SD,7.5,,,,,CIV,,18.0,pediatric,,children/adolescents (8 to <18 years),0.125,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,922,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Total daily dose at time of first therapeutic serum vancomycin concentration,48.4,mg/kg/day,mean,SD,4.6,,,,,CIV,,14.0,pediatric,,infants/children (>31 days to <2 years),<0.005,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,923,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Total daily dose at time of first therapeutic serum vancomycin concentration,45.6,mg/kg/day,mean,SD,5.5,,,,,CIV,,31.0,pediatric,,children/adolescents (2 to <8 years),<0.005,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,924,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Total daily dose at time of first therapeutic serum vancomycin concentration,39.4,mg/kg/day,mean,SD,7.3,,,,,CIV,,14.0,pediatric,,children/adolescents (8 to <18 years),<0.005,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,925,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Final total daily dose,77.9,mg/kg/day,mean,SD,12.4,,,,,IIV,,37.0,pediatric,,infants/children (>31 days to <2 years),0.023,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,926,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Final total daily dose,78.7,mg/kg/day,mean,SD,10.9,,,,,IIV,,56.0,pediatric,,children/adolescents (2 to <8 years),0.023,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,927,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Final total daily dose,72.9,mg/kg/day,mean,SD,13.8,,,,,IIV,,71.0,pediatric,,children/adolescents (8 to <18 years),0.023,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,928,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Initial total daily dose,47,mg/kg/day,mean,SD,5.0,,,,,CIV,,37.0,pediatric,,infants/children (>31 days to <2 years),0.002,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,929,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Initial total daily dose,45.6,mg/kg/day,mean,SD,4.2,,,,,CIV,,56.0,pediatric,,children/adolescents (2 to <8 years),0.002,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,930,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Initial total daily dose,43.1,mg/kg/day,mean,SD,7.1,,,,,CIV,,71.0,pediatric,,children/adolescents (8 to <18 years),0.002,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,931,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Total daily dose at time of initial steady state serum vancomycin concentration,47.7,mg/kg/day,mean,SD,5.4,,,,,CIV,,32.0,pediatric,,infants/children (>31 days to <2 years),0.008,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,932,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Total daily dose at time of initial steady state serum vancomycin concentration,46.8,mg/kg/day,mean,SD,5.4,,,,,CIV,,39.0,pediatric,,children/adolescents (2 to <8 years),0.008,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,933,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Total daily dose at time of initial steady state serum vancomycin concentration,43.6,mg/kg/day,mean,SD,5.4,,,,,CIV,,52.0,pediatric,,children/adolescents (8 to <18 years),0.008,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,934,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Total daily dose at time of first therapeutic serum vancomycin concentration,50.2,mg/kg/day,mean,SD,7.2,,,,,CIV,,19.0,pediatric,,infants/children (>31 days to <2 years),0.008,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,935,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Total daily dose at time of first therapeutic serum vancomycin concentration,50.6,mg/kg/day,mean,SD,6.3,,,,,CIV,,23.0,pediatric,,children/adolescents (2 to <8 years),0.008,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,936,2025-12-02T16:03:32.268615
29718415.0,Vancomycin ,Total daily dose at time of first therapeutic serum vancomycin concentration,44.7,mg/kg/day,mean,SD,10.2,,,,,CIV,,54.0,pediatric,,children/adolescents (8 to <18 years),0.008,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,937,2025-12-02T16:03:32.268615
29742643.0,Vancomycin ,Final daily dose,58,mg/kg/day,mean,SD,18.6,,,,,,,30.0,pediatric,,children/adolescents,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,938,2025-12-02T16:03:32.268615
29742643.0,Vancomycin ,Final dose,15.4,mg/kg/dose,mean,SD,4.3,,,,,,,30.0,pediatric,,children/adolescents,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,939,2025-12-02T16:03:32.268615
29742643.0,Vancomycin ,Final dosing interval,6.6,h,mean,SD,1.6,,,,,,,30.0,pediatric,,children/adolescents,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,940,2025-12-02T16:03:32.268615
29742643.0,Vancomycin ,dosing interval,,h,,,,,,,every 6 h,,,26.0,pediatric,,children/adolescents,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,941,2025-12-02T16:03:32.268615
29742643.0,Vancomycin ,dosing interval,,h,,,,,,,every 8 h,,,2.0,pediatric,,children/adolescents,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,942,2025-12-02T16:03:32.268615
29742643.0,Vancomycin ,dosing interval,,h,,,,,,,every 12 h,,,2.0,pediatric,,children/adolescents,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,943,2025-12-02T16:03:32.268615
30371946.0,Vancomycin ,dose,60.6,mg/kg/d,median,,,IQR,57.6,62.5,"every 6, 8, or 12 hours ",IV,for a period of at least 60 minutes,27.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,946,2025-12-02T16:03:32.268615
30785491.0,Vancomycin ,empirical dose,12.5,mg/kg,median,,,IQR,10,15.0,every 6 hours,,over 1 hour,10.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,947,2025-12-02T16:03:32.268615
30785491.0,Vancomycin ,,,,,,,minmax,8.4,20.0,,,,10.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,948,2025-12-02T16:03:32.268615
30785491.0,Vancomycin ,dose per hour,292.5,mg,median,,,IQR,75,372.8,every 6 hours,,over 1 hour,10.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,949,2025-12-02T16:03:32.268615
30785491.0,Vancomycin ,,,,,,,minmax,126,500.0,,,,10.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,950,2025-12-02T16:03:32.268615
30937470.0,Vancomycin ,dose,442,mg/dose,mean,SD,372.0,,,,,IV,over 1 hours,138.0,pediatric,,,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,951,2025-12-02T16:03:32.268615
30937470.0,Vancomycin ,dose by weight,14.3,mg/kg/dose,mean,SD,1.6,,,,,IV,over 1 hours,138.0,pediatric,,,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,952,2025-12-02T16:03:32.268615
30937470.0,Vancomycin ,dose by FFM,19.5,mg/kg/dose,mean,SD,3.0,,,,,IV,over 1 hours,138.0,pediatric,,,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,953,2025-12-02T16:03:32.268615
30950674.0,Vancomycin ,daily maintenance dose,,mg/kg,,,,minmax,13,53.0,in 2-4 doses daily,IV,over 1 hours,22.0,pediatric,,infants,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,954,2025-12-02T16:03:32.268615
30983533.0,Vancomycin ,daily maintenance dose,,mg/kg,,,,minmax,8.8,49.5,in 2-4 doses daily,IV,over 1 hours,40.0,pediatric,,neonates,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,955,2025-12-02T16:03:32.268615
31019403.0,Vancomycin ,dose,14.5,mg/kg/dose,mean,SD,1.7,,,,,IV,over 1 hours,261.0,pediatric,,pediatrics,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,956,2025-12-02T16:03:32.268615
31301023.0,Vancomycin ,dose,12.9,mg/kg,mean,SD,3.2,,,,"twice, thrice, or four times daily",IV,,20.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,957,2025-12-02T16:03:32.268615
31301023.0,Vancomycin ,dose,13.7,mg/kg,mean,SD,8.9,,,,"twice, thrice, or four times daily",IV,,63.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,958,2025-12-02T16:03:32.268615
31342543.0,Vancomycin ,dose,15,mg/kg,,,,,,,every 6 hours,IV,over 1-2 hours,43.0,pediatric,,,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,959,2025-12-02T16:03:32.268615
31342543.0,Vancomycin ,daily dose,63,mg/kg,mean,SD,11.0,,,,every 6 hours,IV,over 1-2 hours,43.0,pediatric,,,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,960,2025-12-02T16:03:32.268615
31342543.0,Vancomycin ,duration of vancomycin therapy,6,days,median,,,minmax,1,20.0,every 6 hours,IV,over 1-2 hours,43.0,pediatric,,,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,961,2025-12-02T16:03:32.268615
31403243.0,Vancomycin ,dose,519,mg/d,median,,,IQR,320,800.0,,IV,over 1 hour,201.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,962,2025-12-02T16:03:32.268615
31403243.0,Vancomycin ,dose,,,,,,minmax,45,3000.0,,IV,over 1 hour,201.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,963,2025-12-02T16:03:32.268615
31403243.0,Vancomycin ,dose,40,mg/kg,median,,,IQR,29,40.0,,IV,over 1 hour,201.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,964,2025-12-02T16:03:32.268615
31403243.0,Vancomycin ,dose,,,,,,minmax,9.6,60.0,,IV,over 1 hour,201.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,965,2025-12-02T16:03:32.268615
31403243.0,Vancomycin ,duration of vancomycin therapy,14,days,median,,,IQR,9,20.0,,IV,over 1 hour,201.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,966,2025-12-02T16:03:32.268615
31403243.0,Vancomycin ,duration of vancomycin therapy,,,,,,minmax,4,71.0,,IV,over 1 hour,201.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,967,2025-12-02T16:03:32.268615
31911739.0,Vancomycin ,dose,20,mg/kg,,,,,,,every 8 h,IV,over 1 hour,12.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,968,2025-12-02T16:03:32.268615
31935538.0,Vancomycin ,dose,15 or 20,mg/kg/dose,,,,,,,every 6 h,IV,over 1 hour,14.0,pediatric,,children,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,969,2025-12-02T16:03:32.268615
32296501.0,Vancomycin ,Duration of vancomycin therapy,18.96,days,mean,SD,9.17,minmax,4,38.0,,IV,over 1 hour,25.0,pediatric,,neonates,,with ECMO support,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,970,2025-12-02T16:03:32.268615
32296501.0,Vancomycin ,Duration of vancomycin therapy,20.17,days,mean,SD,9.12,minmax,3,36.0,,IV,over 1 hour,25.0,pediatric,,neonates,,Non-ECMO support,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,971,2025-12-02T16:03:32.268615
32296501.0,Vancomycin ,dose,10,mg/kg,,,,,,,"every 6, 8, or 12 hours ",IV,over 1 hour,50.0,pediatric,,neonates,,all,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,972,2025-12-02T16:03:32.268615
32296501.0,Vancomycin ,number of doeses received by each patient,40.5,,mean,SD,25.0,,,,"every 6, 8, or 12 hours ",IV,over 1 hour,50.0,pediatric,,neonates,,all,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,973,2025-12-02T16:03:32.268615
32636687.0,Vancomycin ,Initial total daily dose,41,mg/kg/day,mean,SD,14.7,,,,,,,60.0,pediatric,,children,"<0.001, Lower-Trough vs
High-Trough",Lower-Trough cohort,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,974,2025-12-02T16:03:32.268615
32636687.0,Vancomycin ,Initial total daily dose,55.6,mg/kg/day,mean,SD,16.1,,,,,,,30.0,pediatric,,children,,High-Trough cohort (reference),PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,975,2025-12-02T16:03:32.268615
32636687.0,Vancomycin ,Initial total daily dose,46.7,mg/kg/day,mean,SD,16.1,,,,,,,60.0,pediatric,,children,"0.01, Low-Trough vs
High-Trough",Low-Trough cohort,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,976,2025-12-02T16:03:32.268615
32636687.0,Vancomycin ,Final total daily dose,48,mg/kg/day,mean,SD,18.6,,,,,,,60.0,pediatric,,children,"0.67, Lower-Trough vs
High-Trough",Lower-Trough cohort,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,977,2025-12-02T16:03:32.268615
32636687.0,Vancomycin ,Final total daily dose,49.8,mg/kg/day,mean,SD,13.4,,,,,,,30.0,pediatric,,children,,High-Trough cohort (reference),PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,978,2025-12-02T16:03:32.268615
32636687.0,Vancomycin ,Final total daily dose,50.9,mg/kg/day,mean,SD,16.0,,,,,,,60.0,pediatric,,children,"0.78, Low-Trough vs
High-Trough",Low-Trough cohort,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,979,2025-12-02T16:03:32.268615
32636687.0,Vancomycin ,Therapy duration,32.6,days,mean,SD,37.6,,,,,,,60.0,pediatric,,children,"0.01, Lower-Trough vs
High-Trough",Lower-Trough cohort,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,980,2025-12-02T16:03:32.268615
32636687.0,Vancomycin ,Therapy duration,14.6,days,mean,SD,9.9,,,,,,,30.0,pediatric,,children,,High-Trough cohort (reference),PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,981,2025-12-02T16:03:32.268615
32636687.0,Vancomycin ,Therapy duration,19,days,mean,SD,12.1,,,,,,,60.0,pediatric,,children,"0.09, Low-Trough vs
High-Trough",Low-Trough cohort,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,982,2025-12-02T16:03:32.268615
32641912.0,Vancomycin ,initial mantenance dose,55.7,mg/kg/day,mean,,,,,,,IV,,77.0,pediatric,,children,0.736,Standard dose cohort,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,983,2025-12-02T16:03:32.268615
32641912.0,Vancomycin ,initial mantenance dose,57.5,mg/kg/day,mean,,,,,,,IV,,74.0,pediatric,,children,0.736,Loading dose cohort,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,984,2025-12-02T16:03:32.268615
32641912.0,Vancomycin ,loading dose,23.4,mg/kg,mean,,,,,,,IV,,74.0,pediatric,,children,,Loading dose cohort,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,985,2025-12-02T16:03:32.268615
32641912.0,Vancomycin ,loading dose,24.4,mg/kg,median,,,IQR,20,25.0,,IV,,74.0,pediatric,,children,,Loading dose cohort,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,986,2025-12-02T16:03:32.268615
32641912.0,Vancomycin ,Duration of vancomycin use,79.9,h,mean,,,,,,,,,77.0,pediatric,,children,0.494,Standard dose cohort,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Drug (summary data),Drug_summary,987,2025-12-02T16:03:32.268615
