PMID,Characteristics,Sub-category,Value,Unit,Summary Statistics,variation type,variability value,Interval type,Interval high,Interval low,Subjects n,Population,PregnancyStage,Gestational Age,P-values,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
32960984.0,Duration of TDF treatment at moment of first curve,,13,months,median,,,IQR,5,34,59.0,maternal,pregnancy,,,HIV Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6388,2025-12-02T16:03:29.982903
32960984.0,Duration of TDF treatment at moment of first curve,,1,months,median,,,IQR,1,1,137.0,maternal,pregnancy,,,HBV-Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6389,2025-12-02T16:03:29.982903
32960984.0,Gestational age,,34,weeks,median,,,IQR,33,35,58.0,maternal,third trimester,,,HIV Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6390,2025-12-02T16:03:29.982903
32960984.0,Gestational age,,32,weeks,median,,,IQR,32,32,124.0,maternal,third trimester,,,HBV-Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6391,2025-12-02T16:03:29.982903
32960984.0,Body weight,,75,kg,median,,,IQR,67,82,58.0,maternal,third trimester,,,HIV Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6392,2025-12-02T16:03:29.982903
32960984.0,Body weight,,64,kg,median,,,IQR,58,73,124.0,maternal,third trimester,,,HBV-Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6393,2025-12-02T16:03:29.982903
32960984.0,HIV-RNA undetectable<50 copies/ml,,48,,N,,,,,,58.0,maternal,third trimester,,,HIV Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6394,2025-12-02T16:03:29.982903
32960984.0,HIV-RNA undetectable<50 copies/ml,,,,N,,,,,,124.0,maternal,third trimester,,,HBV-Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6395,2025-12-02T16:03:29.982903
32960984.0,time after delivery,,5,weeks,median,,,IQR,5,7,53.0,maternal,postpartum,,,HIV Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6396,2025-12-02T16:03:29.982903
32960984.0,time after delivery,,4,weeks,median,,,IQR,4,5,115.0,maternal,postpartum,,,HBV-Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6397,2025-12-02T16:03:29.982903
32960984.0,Body weight,,70,kg,median,,,IQR,61,77,53.0,maternal,postpartum,,,HIV Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6398,2025-12-02T16:03:29.982903
32960984.0,Body weight,,56,kg,median,,,IQR,51,63,115.0,maternal,postpartum,,,HBV-Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6399,2025-12-02T16:03:29.982903
32960984.0,Estimated glomerular filtration rate,,116,"ml/min/1,73 m2",median,,,IQR,106,130,53.0,maternal,postpartum,,,HIV Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6400,2025-12-02T16:03:29.982903
32960984.0,Estimated glomerular filtration rate,,116,"ml/min/1,73 m2",median,,,IQR,100,128,115.0,maternal,postpartum,,,HBV-Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6401,2025-12-02T16:03:29.982903
32960984.0,HIV-RNA undetectable<50 copies/ml,,46,,N,,,,,,53.0,maternal,postpartum,,,HIV Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6402,2025-12-02T16:03:29.982903
32960984.0,HIV-RNA undetectable<50 copies/ml,unknown,1,,N,,,,,,53.0,maternal,postpartum,,,HIV Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6403,2025-12-02T16:03:29.982903
32960984.0,HIV-RNA undetectable<50 copies/ml,,,,N,,,,,,115.0,maternal,postpartum,,,HBV-Infected Patients ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6404,2025-12-02T16:03:29.982903
34254323.0,Race,white,2,,N,,,,,,12.0,maternal,pregnancy,,,with LPV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6405,2025-12-02T16:03:29.982903
34254323.0,Race,Black,5,,N,,,,,,12.0,maternal,pregnancy,,,with LPV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6406,2025-12-02T16:03:29.982903
34254323.0,Race,Hispanic ,5,,N,,,,,,12.0,maternal,pregnancy,,,with LPV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6407,2025-12-02T16:03:29.982903
34254323.0,Race,Asian/Pacific Islander,0,,N,,,,,,12.0,maternal,pregnancy,,,with LPV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6408,2025-12-02T16:03:29.982903
34254323.0,Race,More than one race,0,,N,,,,,,12.0,maternal,pregnancy,,,with LPV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6409,2025-12-02T16:03:29.982903
34254323.0,Race,white,3,,N,,,,,,22.0,maternal,pregnancy,,,with ATV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6410,2025-12-02T16:03:29.982903
34254323.0,Race,Black,8,,N,,,,,,22.0,maternal,pregnancy,,,with ATV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6411,2025-12-02T16:03:29.982903
34254323.0,Race,Hispanic ,10,,N,,,,,,22.0,maternal,pregnancy,,,with ATV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6412,2025-12-02T16:03:29.982903
34254323.0,Race,Asian/Pacific Islander,1,,N,,,,,,22.0,maternal,pregnancy,,,with ATV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6413,2025-12-02T16:03:29.982903
34254323.0,Race,More than one race,0,,N,,,,,,22.0,maternal,pregnancy,,,with ATV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6414,2025-12-02T16:03:29.982903
34254323.0,Race,white,4,,N,,,,,,10.0,maternal,pregnancy,,,other,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6415,2025-12-02T16:03:29.982903
34254323.0,Race,Black,3,,N,,,,,,10.0,maternal,pregnancy,,,other,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6416,2025-12-02T16:03:29.982903
34254323.0,Race,Hispanic ,2,,N,,,,,,10.0,maternal,pregnancy,,,other,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6417,2025-12-02T16:03:29.982903
34254323.0,Race,Asian/Pacific Islander,0,,N,,,,,,10.0,maternal,pregnancy,,,other,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6418,2025-12-02T16:03:29.982903
34254323.0,Race,More than one race,1,,N,,,,,,10.0,maternal,pregnancy,,,other,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6419,2025-12-02T16:03:29.982903
34254323.0,age,,30.8,years,median,,,minmax,26.5,37.1,11.0,maternal,3rd trimester,,,with LPV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6420,2025-12-02T16:03:29.982903
34254323.0,age,,32.2,years,median,,,minmax,22.2,44.9,20.0,maternal,3rd trimester,,,with ATV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6421,2025-12-02T16:03:29.982903
34254323.0,age,,25.3,years,median,,,minmax,13.5,35.2,9.0,maternal,3rd trimester,,,other,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6422,2025-12-02T16:03:29.982903
34254323.0,weight,,80.1,kg,median,,,minmax,56.7,106.2,11.0,maternal,3rd trimester,,,with LPV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6423,2025-12-02T16:03:29.982903
34254323.0,weight,,85.8,kg,median,,,minmax,56,167.6,20.0,maternal,3rd trimester,,,with ATV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6424,2025-12-02T16:03:29.982903
34254323.0,weight,,72.5,kg,median,,,minmax,50.8,110,9.0,maternal,3rd trimester,,,other,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6425,2025-12-02T16:03:29.982903
34254323.0,SCr,,0.6,mg/dl,median,,,minmax,0.3,0.8,11.0,maternal,3rd trimester,,,with LPV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6426,2025-12-02T16:03:29.982903
34254323.0,SCr,,0.6,mg/dl,median,,,minmax,0.5,0.8,20.0,maternal,3rd trimester,,,with ATV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6427,2025-12-02T16:03:29.982903
34254323.0,SCr,,0.7,mg/dl,median,,,minmax,0.6,0.8,9.0,maternal,3rd trimester,,,other,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6428,2025-12-02T16:03:29.982903
34254323.0,SCr,,0.6,mg/dl,median,,,minmax,0.6,1,9.0,maternal,postpartum,,,with LPV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6429,2025-12-02T16:03:29.982903
34254323.0,SCr,,0.7,mg/dl,median,,,minmax,0.5,1.1,13.0,maternal,postpartum,,,with ATV/r,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6430,2025-12-02T16:03:29.982903
34254323.0,SCr,,0.7,mg/dl,median,,,minmax,0.6,0.8,7.0,maternal,postpartum,,,other,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6431,2025-12-02T16:03:29.982903
34483946.0,age,,28.8,years,mean,SD,3,,,,12.0,maternal,pregnancy and postpartum,,,TAF,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6432,2025-12-02T16:03:29.982903
34483946.0,age,,27,years,mean,SD,2.5,,,,4.0,maternal,pregnancy and postpartum,,,TDF,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6433,2025-12-02T16:03:29.982903
34483946.0,BMI,,24.3,kg/m2,mean,SD,1.1,,,,12.0,maternal,pregnancy and postpartum,,,TAF,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6434,2025-12-02T16:03:29.982903
34483946.0,BMI,,23.9,kg/m2,mean,SD,0.8,,,,4.0,maternal,pregnancy and postpartum,,,TDF,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6435,2025-12-02T16:03:29.982903
34483946.0,gestational weeks of initial administration,,25,weeks,median,,,IQR,25,25.5,12.0,maternal,pregnancy ,,,TAF,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6436,2025-12-02T16:03:29.982903
34483946.0,gestational weeks of initial administration,,26.5,weeks,median,,,IQR,25.5,27,4.0,maternal,pregnancy ,,,TDF,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6437,2025-12-02T16:03:29.982903
34483946.0,gestational weeks of delivery,,40,weeks,median,,,IQR,39,40,12.0,maternal,delivery,,,TAF,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6438,2025-12-02T16:03:29.982903
34483946.0,gestational weeks of delivery,,40,weeks,median,,,IQR,39.5,40.5,4.0,maternal,delivery,,,TDF,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6439,2025-12-02T16:03:29.982903
33242457.0,sex,female,24,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6440,2025-12-02T16:03:29.982903
33242457.0,sex,male,12,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6441,2025-12-02T16:03:29.982903
33242457.0,sex,female,194,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6442,2025-12-02T16:03:29.982903
33242457.0,sex,male,208,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6443,2025-12-02T16:03:29.982903
33242457.0,sex,female,218,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6444,2025-12-02T16:03:29.982903
33242457.0,sex,male,220,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6445,2025-12-02T16:03:29.982903
33242457.0,Weight at enrolment,,2.8,kg,median,,,IQR,2.5,3.1,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6446,2025-12-02T16:03:29.982903
33242457.0,Weight at enrolment,,2.9,kg,median,,,IQR,2.6,3.2,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6447,2025-12-02T16:03:29.982903
33242457.0,Weight at enrolment,,2.9,kg,median,,,IQR,2.6,3.2,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6448,2025-12-02T16:03:29.982903
33242457.0,Twin gestations,,1,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6449,2025-12-02T16:03:29.982903
33242457.0,Twin gestations,,5,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6450,2025-12-02T16:03:29.982903
33242457.0,Twin gestations,,6,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6451,2025-12-02T16:03:29.982903
33242457.0,Gestational age,34 to <37 weeks,4,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6452,2025-12-02T16:03:29.982903
33242457.0,Gestational age,>=37 weeks,32,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6453,2025-12-02T16:03:29.982903
33242457.0,Gestational age,34 to <37 weeks,41,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6454,2025-12-02T16:03:29.982903
33242457.0,Gestational age,>=37 weeks,357,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6455,2025-12-02T16:03:29.982903
33242457.0,Gestational age,34 to <37 weeks,45,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6456,2025-12-02T16:03:29.982903
33242457.0,Gestational age,>=37 weeks,389,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6457,2025-12-02T16:03:29.982903
33242457.0,Breastfeeding,,31,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6458,2025-12-02T16:03:29.982903
33242457.0,Breastfeeding,,336,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6459,2025-12-02T16:03:29.982903
33242457.0,Breastfeeding,,367,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6460,2025-12-02T16:03:29.982903
33242457.0,Region,Africa,34,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6461,2025-12-02T16:03:29.982903
33242457.0,Region,Asia,1,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6462,2025-12-02T16:03:29.982903
33242457.0,Region,North America,0,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6463,2025-12-02T16:03:29.982903
33242457.0,Region,South America,1,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6464,2025-12-02T16:03:29.982903
33242457.0,Region,Africa,345,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6465,2025-12-02T16:03:29.982903
33242457.0,Region,Asia,3,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6466,2025-12-02T16:03:29.982903
33242457.0,Region,North America,27,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6467,2025-12-02T16:03:29.982903
33242457.0,Region,South America,27,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6468,2025-12-02T16:03:29.982903
33242457.0,Region,Africa,379,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6469,2025-12-02T16:03:29.982903
33242457.0,Region,Asia,4,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6470,2025-12-02T16:03:29.982903
33242457.0,Region,North America,27,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6471,2025-12-02T16:03:29.982903
33242457.0,Region,South America,28,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6472,2025-12-02T16:03:29.982903
33242457.0,CYP2B6*(position 516),GG,5,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6473,2025-12-02T16:03:29.982903
33242457.0,CYP2B6*(position 516),GT,19,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6474,2025-12-02T16:03:29.982903
33242457.0,CYP2B6*(position 516),TT,5,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6475,2025-12-02T16:03:29.982903
33242457.0,CYP2B6*(position 516),GG,124,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6476,2025-12-02T16:03:29.982903
33242457.0,CYP2B6*(position 516),GT,162,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6477,2025-12-02T16:03:29.982903
33242457.0,CYP2B6*(position 516),TT,52,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6478,2025-12-02T16:03:29.982903
33242457.0,CYP2B6*(position 516),GG,129,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6479,2025-12-02T16:03:29.982903
33242457.0,CYP2B6*(position 516),GT,181,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6480,2025-12-02T16:03:29.982903
33242457.0,CYP2B6*(position 516),TT,57,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6481,2025-12-02T16:03:29.982903
33242457.0,Background ARV,ZDV+3TC,36,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6482,2025-12-02T16:03:29.982903
33242457.0,Background ARV,ABC+3TC,0,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6483,2025-12-02T16:03:29.982903
33242457.0,Background ARV,ZDV+FTC,0,,N,,,,,,36.0,pediatric,,infants,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6484,2025-12-02T16:03:29.982903
33242457.0,Background ARV,ZDV+3TC,386,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6485,2025-12-02T16:03:29.982903
33242457.0,Background ARV,ABC+3TC,12,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6486,2025-12-02T16:03:29.982903
33242457.0,Background ARV,ZDV+FTC,1,,N,,,,,,402.0,pediatric,,infants,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6487,2025-12-02T16:03:29.982903
33242457.0,Background ARV,ZDV+3TC,422,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6488,2025-12-02T16:03:29.982903
33242457.0,Background ARV,ABC+3TC,12,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6489,2025-12-02T16:03:29.982903
33242457.0,Background ARV,ZDV+FTC,1,,N,,,,,,438.0,pediatric,,infants,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6490,2025-12-02T16:03:29.982903
33242457.0,Age,,23.5,years,median,,,IQR,20.5,28.5,36.0,maternal,postpartum,,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6491,2025-12-02T16:03:29.982903
33242457.0,Age,,27,years,median,,,IQR,22,31,402.0,maternal,postpartum,,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6492,2025-12-02T16:03:29.982903
33242457.0,Age,,27,years,median,,,IQR,22,31,438.0,maternal,postpartum,,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6493,2025-12-02T16:03:29.982903
33242457.0,Plasma HIV RNA at enrolment [logio(copies per ml)],<10000,7,,N,,,,,,36.0,maternal,postpartum,,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6494,2025-12-02T16:03:29.982903
33242457.0,Plasma HIV RNA at enrolment [logio(copies per ml)],10000 to <100000,17,,N,,,,,,36.0,maternal,postpartum,,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6495,2025-12-02T16:03:29.982903
33242457.0,Plasma HIV RNA at enrolment [logio(copies per ml)],>=100000,12,,N,,,,,,36.0,maternal,postpartum,,,Participants with in utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6496,2025-12-02T16:03:29.982903
33242457.0,Plasma HIV RNA at enrolment [logio(copies per ml)],<10000,176,,N,,,,,,402.0,maternal,postpartum,,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6497,2025-12-02T16:03:29.982903
33242457.0,Plasma HIV RNA at enrolment [logio(copies per ml)],10000 to <100000,148,,N,,,,,,402.0,maternal,postpartum,,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6498,2025-12-02T16:03:29.982903
33242457.0,Plasma HIV RNA at enrolment [logio(copies per ml)],>=100000,65,,N,,,,,,402.0,maternal,postpartum,,,Participants withoutin utero HIV infection ,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6499,2025-12-02T16:03:29.982903
33242457.0,Plasma HIV RNA at enrolment [logio(copies per ml)],<10000,183,,N,,,,,,438.0,maternal,postpartum,,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6500,2025-12-02T16:03:29.982903
33242457.0,Plasma HIV RNA at enrolment [logio(copies per ml)],10000 to <100000,165,,N,,,,,,438.0,maternal,postpartum,,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6501,2025-12-02T16:03:29.982903
33242457.0,Plasma HIV RNA at enrolment [logio(copies per ml)],>=100000,77,,N,,,,,,438.0,maternal,postpartum,,,Total,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Population (summery data),Population_summary,6502,2025-12-02T16:03:29.982903
