PMID,Drug name,Analyte,Specimen,Population,Pregnancy Stage ,Gestational/pediatric Age,Subjectsn,Parameter type,Time,Time unit,Value,Unit,Summary Statistics,variation type,Variation value,Interval type,Interval low,interval high,P-value,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
31910460.0,tazobactam,tazobactam,blood,pediatric,,"neonates and infants, <=32 weeks",6.0,T1/2,,,1.423,h,mean,,,,,,,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3245,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,Cmax,,,6.8,ug/ml,mean,SD,3.1,,,,0.0875,control (neostigmine),PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3246,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,Cmax,,,5.3,ug/ml,mean,SD,1.9,,,,0.0875,Sugammadex 2mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3247,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,Cmax,,,8,ug/ml,mean,SD,2.1,,,,0.0875,Sugammadex 4mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3248,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,Cmax,,,5.4,ug/ml,mean,SD,3,,,,0.0875,Sugammadex 8mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3249,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUClast,,,2.9,h ug/ml,mean,SD,0.9,,,,0.01,control (neostigmine),PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3250,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUClast,,,3.7,h ug/ml,mean,SD,1,,,,0.01,Sugammadex 2mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3251,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUClast,,,4.8,h ug/ml,mean,SD,1.1,,,,0.01,Sugammadex 4mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3252,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUClast,,,4,h ug/ml,mean,SD,1.4,,,,0.01,Sugammadex 8mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3253,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUC0-15min,,,1.5,h ug/ml,mean,SD,0.4,,,,0.192,control (neostigmine),PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3254,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUC0-15min,,,1.7,h ug/ml,mean,SD,0.6,,,,0.192,Sugammadex 2mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3255,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUC0-15min,,,1.8,h ug/ml,mean,SD,0.3,,,,0.192,Sugammadex 4mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3256,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUC0-15min,,,1.4,h ug/ml,mean,SD,0.5,,,,0.192,Sugammadex 8mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3257,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUC0-1h,,,2.3,h ug/ml,mean,SD,0.6,,,,0.0143,control (neostigmine),PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3258,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUC0-1h,,,2.6,h ug/ml,mean,SD,0.6,,,,0.0143,Sugammadex 2mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3259,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUC0-1h,,,3.2,h ug/ml,mean,SD,0.5,,,,0.0143,Sugammadex 4mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3260,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUC0-1h,,,2.5,h ug/ml,mean,SD,0.9,,,,0.0143,Sugammadex 8mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3261,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUCinf,,,2.9,h ug/ml,mean,SD,0.9,,,,0.0098,control (neostigmine),PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3262,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUCinf,,,3.7,h ug/ml,mean,SD,1,,,,0.0098,Sugammadex 2mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3263,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUCinf,,,4.9,h ug/ml,mean,SD,1.1,,,,0.0098,Sugammadex 4mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3264,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,AUCinf,,,4.3,h ug/ml,mean,SD,1.8,,,,0.0098,Sugammadex 8mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3265,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,Tmax,,,0.08,h,median,,,minmax,0.03,0.22,,control (neostigmine),PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3266,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,Tmax,,,0.1,h,median,,,minmax,0.07,0.25,,Sugammadex 2mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3267,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,Tmax,,,0.07,h,median,,,minmax,0.03,0.13,,Sugammadex 4mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3268,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,Tmax,,,0.12,h,median,,,minmax,0.03,0.43,,Sugammadex 8mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3269,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,T1/2,,,1.1,h,mean,SD,0.4,,,,,control (neostigmine),PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3270,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,T1/2,,,1.2,h,mean,SD,0.3,,,,,Sugammadex 2mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3271,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,T1/2,,,1.2,h,mean,SD,0.2,,,,,Sugammadex 4mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3272,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,T1/2,,,1.3,h,mean,SD,0.2,,,,,Sugammadex 8mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3273,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,Vz,,,21.4,L,mean,SD,10.8,,,,,control (neostigmine),PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3274,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,Vz,,,14.5,L,mean,SD,11.8,,,,,Sugammadex 2mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3275,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,Vz,,,10.8,L,mean,SD,3.5,,,,,Sugammadex 4mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3276,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,Vz,,,13,L,mean,SD,5.9,,,,,Sugammadex 8mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3277,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,CL,,,0.22,L/min,mean,SD,0.07,,,,,control (neostigmine),PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3278,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,CL,,,0.13,L/min,mean,SD,0.08,,,,,Sugammadex 2mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3279,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,CL,,,0.11,L/min,mean,SD,0.04,,,,,Sugammadex 4mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3280,2025-12-02T16:03:31.981487
36181377.0,Rocuronium ,Rocuronium ,blood,pediatric,,children ,10.0,CL,,,0.12,L/min,mean,SD,0.05,,,,,Sugammadex 8mg/kg,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3281,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,children/adolescents,22.0,AUC0-24,,,12.27,h mg/ml,mean,SD,7.95,95% CI,8.74,15.8,0.575,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3282,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,children/adolescents,22.0,AUC0-24,,,11.21,h mg/ml,mean,SD,7.29,95% CI,7.98,14.45,0.575,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3283,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"children, 6-11 years",12.0,AUC0-24,,,12.26,h mg/ml,mean,SD,9.91,95% CI,5.96,18.56,0.947,nebulization with I‐neb,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3284,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"children, 6-11 years",12.0,AUC0-24,,,11.65,h mg/ml,mean,SD,8.52,95% CI,6.23,17.06,0.947,nebulization with PARI‐LC Plus,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3285,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"adolescents, 12-18 years",10.0,AUC0-24,,,12.28,h mg/ml,mean,SD,5.25,95% CI,8.52,20.68,0.401,nebulization with I‐neb,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3286,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"adolescents, 12-18 years",10.0,AUC0-24,,,10.7,h mg/ml,mean,SD,5.88,95% CI,6.49,20.11,0.401,nebulization with PARI‐LC Plus,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3287,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,children/adolescents,22.0,Cmax,,,2.07,mg/l,mean,SD,1.35,95% CI,1.47,2.66,0.739,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3288,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,children/adolescents,22.0,Cmax,,,1.93,mg/l,mean,SD,1.34,95% CI,1.33,2.52,0.739,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3289,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"children, 6-11 years",12.0,Cmax,,,1.82,mg/l,mean,SD,1.46,95% CI,0.89,2.74,0.661,nebulization with I‐neb,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3290,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"children, 6-11 years",12.0,Cmax,,,2.05,mg/l,mean,SD,1.69,95% CI,0.97,3.12,0.661,nebulization with PARI‐LC Plus,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3291,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"adolescents, 12-18 years",10.0,Cmax,,,2.37,mg/l,mean,SD,1.21,95% CI,1.5,4.29,0.177,nebulization with I‐neb,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3292,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"adolescents, 12-18 years",10.0,Cmax,,,1.79,mg/l,mean,SD,0.8,95% CI,1.22,3.07,0.177,nebulization with PARI‐LC Plus,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3293,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,children/adolescents,22.0,Ctrough,12,h,0.25,mg/l,mean,SD,0.19,95% CI,0.16,0.33,0.929,12 and 24 hours after nebulization,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3294,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,children/adolescents,22.0,Ctrough,12,h,0.25,mg/l,mean,SD,0.24,95% CI,0.15,0.36,0.929,12 and 24 hours after nebulization,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3295,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"children, 6-11 years",12.0,Ctrough,12,h,0.21,mg/l,mean,SD,0.18,95% CI,0.09,0.32,0.43,nebulization with I‐neb,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3296,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"children, 6-11 years",12.0,Ctrough,12,h,0.24,mg/l,mean,SD,0.26,95% CI,0.08,0.41,0.43,nebulization with PARI‐LC Plus,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3297,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"adolescents, 12-18 years",10.0,Ctrough,12,h,0.3,mg/l,mean,SD,0.2,95% CI,0.16,0.62,0.686,nebulization with I‐neb,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3298,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"adolescents, 12-18 years",10.0,Ctrough,12,h,0.1,mg/l,mean,SD,0.24,95% CI,0.1,0.65,0.686,nebulization with PARI‐LC Plus,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3299,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,children/adolescents,22.0,Ctrough,24,h,0.1,mg/l,mean,SD,0.11,95% CI,0.05,0.15,0.365,12 and 24 hours after nebulization,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3300,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,children/adolescents,22.0,Ctrough,24,h,0.13,mg/l,mean,SD,0.17,95% CI,0.05,0.2,0.365,12 and 24 hours after nebulization,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3301,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"children, 6-11 years",12.0,Ctrough,24,h,0.09,mg/l,mean,SD,0.13,95% CI,0.01,0.17,0.152,nebulization with I‐neb,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3302,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"children, 6-11 years",12.0,Ctrough,24,h,0.14,mg/l,mean,SD,0.21,95% CI,0.01,0.27,0.152,nebulization with PARI‐LC Plus,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3303,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"adolescents, 12-18 years",10.0,Ctrough,24,h,0.12,mg/l,mean,SD,0.09,95% CI,0.05,0.26,0.802,nebulization with I‐neb,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3304,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"adolescents, 12-18 years",10.0,Ctrough,24,h,0.11,mg/l,mean,SD,0.1,95% CI,0.04,0.27,0.802,nebulization with PARI‐LC Plus,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3305,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,children/adolescents,22.0,Tmax,,,0.57,h,mean,SD,0.41,95% CI,0.39,0.75,0.777,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3306,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,children/adolescents,22.0,Tmax,,,0.52,h,mean,SD,0.55,95% CI,0.28,0.77,0.777,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3307,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"children, 6-11 years",12.0,Tmax,,,0.49,h,mean,SD,0.25,95% CI,0.33,0.66,0.043,nebulization with I‐neb,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3308,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"children, 6-11 years",12.0,Tmax,,,0.33,h,mean,SD,0.23,95% CI,0.19,0.48,0.043,nebulization with PARI‐LC Plus,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3309,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"adolescents, 12-18 years",10.0,Tmax,,,0.66,h,mean,SD,0.54,95% CI,0.28,1.53,0.764,nebulization with I‐neb,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3310,2025-12-02T16:03:31.981487
31112621.0,tobramycin,tobramycin,Dried blood spot,pediatric,,"adolescents, 12-18 years",10.0,Tmax,,,0.75,h,mean,SD,0.73,95% CI,0.23,1.92,0.764,nebulization with PARI‐LC Plus,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3311,2025-12-02T16:03:31.981487
32507958.0,tobramycin,tobramycin,blood,pediatric,,neonates ,221.0,trough concentration,,,0.6,mg/L,median,,,IQR,0.3,1,,Tobramycin NICU,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3312,2025-12-02T16:03:31.981487
32507958.0,Vancomycin,Vancomycin,blood,pediatric,,children ,62.0,trough concentration,,,12.5,mg/L,median,,,IQR,8.8,20.7,,Vancomycin PICU,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3313,2025-12-02T16:03:31.981487
32507958.0,Vancomycin,Vancomycin,blood,pediatric,,neonates,102.0,trough concentration,,,12.6,mg/L,median,,,IQR,8.6,17,,Vancomycin NICU,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3314,2025-12-02T16:03:31.981487
32568427.0,tobramycin,tobramycin,blood,pediatric,,children ,34.0,Ke,,,0.41,/h,median,,,IQR,0.21,,0.5,Pre‐CFTRmodulator,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3315,2025-12-02T16:03:31.981487
32568427.0,tobramycin,tobramycin,blood,pediatric,,children ,34.0,Ke,,,0.39,/h,median,,,IQR,0.09,,0.5,Post‐CFTRmodulator,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3316,2025-12-02T16:03:31.981487
32568427.0,tobramycin,tobramycin,blood,pediatric,,children ,34.0,Vd,,,0.33,L/kg,median,,,IQR,0.11,,0.99,Pre‐CFTRmodulator,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3317,2025-12-02T16:03:31.981487
32568427.0,tobramycin,tobramycin,blood,pediatric,,children ,34.0,Vd,,,0.34,L/kg,median,,,IQR,0.09,,0.99,Post‐CFTRmodulator,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3318,2025-12-02T16:03:31.981487
32568427.0,tobramycin,tobramycin,blood,pediatric,,children ,34.0,Cmax,,,28.9,mcg/ml,median,,,IQR,10,,0.22,Pre‐CFTRmodulator,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3319,2025-12-02T16:03:31.981487
32568427.0,tobramycin,tobramycin,blood,pediatric,,children ,34.0,Cmax,,,27.2,mcg/ml,median,,,IQR,8.7,,0.22,Post‐CFTRmodulator,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3320,2025-12-02T16:03:31.981487
29718415.0,Vancomycin ,Vancomycin ,blood,pediatric,,"infants/children, >31 days to <2 years",13.0,initial SS SVS,,,10.4,ug/ml,mean,SD,1.6,,,,0.077,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3321,2025-12-02T16:03:31.981487
29718415.0,Vancomycin ,Vancomycin ,blood,pediatric,,"children, 2 to <8 years",28.0,initial SS SVS,,,11.2,ug/ml,mean,SD,2.4,,,,0.077,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3322,2025-12-02T16:03:31.981487
29718415.0,Vancomycin ,Vancomycin ,blood,pediatric,,"children/adoleschents, 8 to <18 years",18.0,initial SS SVS,,,12.5,ug/ml,mean,SD,3.4,,,,0.077,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3323,2025-12-02T16:03:31.981487
29718415.0,Vancomycin ,Vancomycin ,blood,pediatric,,"infants/children, >31 days to <2 years",32.0,initial SS SVS,,,13.4,ug/ml,mean,SD,4.5,,,,0.009,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3324,2025-12-02T16:03:31.981487
29718415.0,Vancomycin ,Vancomycin ,blood,pediatric,,"children, 2 to <8 years",39.0,initial SS SVS,,,13.6,ug/ml,mean,SD,3.7,,,,0.009,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3325,2025-12-02T16:03:31.981487
29718415.0,Vancomycin ,Vancomycin ,blood,pediatric,,"children/adoleschents, 8 to <18 years",52.0,initial SS SVS,,,15.6,ug/ml,mean,SD,3.1,,,,0.009,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3326,2025-12-02T16:03:31.981487
29718415.0,Vancomycin ,Vancomycin ,blood,pediatric,,"infants/children, >31 days to <2 years",14.0,time to therapeutic SVC,,,1.4,days,mean,SD,0.7,,,,0.813,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3327,2025-12-02T16:03:31.981487
29718415.0,Vancomycin ,Vancomycin ,blood,pediatric,,"children, 2 to <8 years",31.0,time to therapeutic SVC,,,2.1,days,mean,SD,4.6,,,,0.813,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3328,2025-12-02T16:03:31.981487
29718415.0,Vancomycin ,Vancomycin ,blood,pediatric,,"children/adoleschents, 8 to <18 years",14.0,time to therapeutic SVC,,,1.8,days,mean,SD,1.1,,,,0.813,Goal SVC of 10-15 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3329,2025-12-02T16:03:31.981487
29718415.0,Vancomycin ,Vancomycin ,blood,pediatric,,"infants/children, >31 days to <2 years",19.0,time to therapeutic SVC,,,1.9,days,mean,SD,1.6,,,,0.535,Goal SVC of 15-20 ug/ml,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Pk param (summary data),PKparam_summary,3330,2025-12-02T16:03:31.981487
