PMID,Outcome,Sub-category,Value,Unit,Summary Statistics,Variation type,Variation value,Interval type,Interval low,Interval high,Subjects n,Population,Pregnancy Stage ,Gestational Age,P-value,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
16855451.0,Primary symptom outcomes at week 4,remitted,16,,N,%,30,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,37,2025-12-02T16:05:09.863062
16855451.0,Primary symptom outcomes at week 4,responded,30,,N,%,56,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,38,2025-12-02T16:05:09.863062
16855451.0,Primary symptom outcomes at week 4,nonresponse,21,,N,%,39,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,39,2025-12-02T16:05:09.863062
16855451.0,Primary symptom outcomes at week 4,no follow-up data available,3,,N,%,6,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,40,2025-12-02T16:05:09.863062
16855451.0,Primary symptom outcomes at week 8,remitted,25,,N,%,46,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,41,2025-12-02T16:05:09.863062
16855451.0,Primary symptom outcomes at week 8,responded,31,,N,%,56,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,42,2025-12-02T16:05:09.863062
16855451.0,Primary symptom outcomes at week 8,nonresponse,13,,N,%,24,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,43,2025-12-02T16:05:09.863062
16855451.0,Primary symptom outcomes at week 8,no follow-up data available,11,,N,%,20,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,44,2025-12-02T16:05:09.863062
16855451.0,Primary symptom outcomes at week 8,remitted,26,,N,%,48,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,45,2025-12-02T16:05:09.863062
16855451.0,Primary symptom outcomes at week 8,responded,37,,N,%,69,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,46,2025-12-02T16:05:09.863062
16855451.0,Primary symptom outcomes at week 8,nonresponse,14,,N,%,26,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,47,2025-12-02T16:05:09.863062
16855451.0,Primary symptom outcomes at week 8,no follow-up data available,3,,N,%,6,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,48,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 8 weeks,response,29,,N,%,80,,,,36,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,49,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 8 weeks,remission,24,,N,%,67,,,,36,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,50,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 8 weeks,time to response,2,weeks,median,,,95% CI,1.3,2.8,36,maternal,postpartum,,0.21,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,51,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 8 weeks,time to remission,5,weeks,median,,,95% CI,3.4,6.6,36,maternal,postpartum,,0.82,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,52,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 8 weeks,HRSD,7.5,,mean,SD,5.8,,,,36,maternal,postpartum,,0.89,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,53,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 8 weeks,response,36,,N,%,77,,,,47,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,54,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 8 weeks,remission,26,,N,%,55,,,,47,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,55,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 8 weeks,time to response,3,weeks,median,,,95% CI,2.6,3.4,47,maternal,postpartum,,0.21,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,56,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 8 weeks,time to remission,5,weeks,median,,,95% CI,4.1,5.9,47,maternal,postpartum,,0.82,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,57,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 8 weeks,HRSD,7.3,,mean,SD,5.9,,,,47,maternal,postpartum,,0.89,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,58,2025-12-02T16:05:09.863062
16855451.0,CGI/S categories at 8weeks,0-1,32,,N,%,94,,,,36,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,59,2025-12-02T16:05:09.863062
16855451.0,CGI/S categories at 8weeks,2-3,1,,N,%,3,,,,36,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,60,2025-12-02T16:05:09.863062
16855451.0,CGI/S categories at 8weeks,>-4,1,,N,%,3,,,,36,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,61,2025-12-02T16:05:09.863062
16855451.0,CGI/S categories at 8weeks,0-1,44,,N,%,94,,,,47,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,62,2025-12-02T16:05:09.863062
16855451.0,CGI/S categories at 8weeks,2-3,1,,N,%,2,,,,47,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,63,2025-12-02T16:05:09.863062
16855451.0,CGI/S categories at 8weeks,>-4,2,,N,%,4,,,,47,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,64,2025-12-02T16:05:09.863062
16855451.0,Functioning at 8 weeks,GAS,74.8,,mean,SD,12.6,,,,36,maternal,postpartum,,0.87,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,65,2025-12-02T16:05:09.863062
16855451.0,Functioning at 8 weeks,Percent with any social problems,16,,N,%,70,,,,36,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,66,2025-12-02T16:05:09.863062
16855451.0,Functioning at 8 weeks,GAS,74.1,,mean,SD,12,,,,47,maternal,postpartum,,0.87,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,67,2025-12-02T16:05:09.863062
16855451.0,Functioning at 8 weeks,Percent with any social problems,23,,N,%,66,,,,47,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,68,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 20-24 weeks,response,14,,N,%,93,,,,15,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,69,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 20-24 weeks,remission,11,,N,%,73,,,,15,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,70,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 20-24 weeks,time to response,2,weeks,median,,,95% CI,1.3,2.8,15,maternal,postpartum,,0.21,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,71,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 20-24 weeks,time to remission,5,weeks,median,,,95% CI,3.4,6.6,15,maternal,postpartum,,0.83,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,72,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 20-24 weeks,HRSD,5.4,,mean,SD,6.2,,,,15,maternal,postpartum,,0.58,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,73,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 20-24 weeks,response,14,,N,%,100,,,,14,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,74,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 20-24 weeks,remission,11,,N,%,79,,,,14,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,75,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 20-24 weeks,time to response,3,weeks,median,,,95% CI,2.6,3.4,14,maternal,postpartum,,0.21,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,76,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 20-24 weeks,time to remission,5,weeks,median,,,95% CI,4.1,5.9,14,maternal,postpartum,,0.83,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,77,2025-12-02T16:05:09.863062
16855451.0,Symptoms at 20-24 weeks,HRSD,4.3,,mean,SD,4.4,,,,14,maternal,postpartum,,0.58,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,78,2025-12-02T16:05:09.863062
16855451.0,CGI/S categories at 20-24 weeks,0-1,14,,N,%,93,,,,15,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,79,2025-12-02T16:05:09.863062
16855451.0,CGI/S categories at 20-24 weeks,2-3,1,,N,%,7,,,,15,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,80,2025-12-02T16:05:09.863062
16855451.0,CGI/S categories at 20-24 weeks,>-4,0,,N,%,,,,,15,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,81,2025-12-02T16:05:09.863062
16855451.0,CGI/S categories at 20-24 weeks,0-1,14,,N,%,100,,,,14,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,82,2025-12-02T16:05:09.863062
16855451.0,CGI/S categories at 20-24 weeks,2-3,0,,N,%,,,,,14,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,83,2025-12-02T16:05:09.863062
16855451.0,CGI/S categories at 20-24 weeks,>-4,0,,N,%,,,,,14,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,84,2025-12-02T16:05:09.863062
16855451.0,Functioning at 20-24 weeks,GAS,81.7,,mean,SD,7.9,,,,15,maternal,postpartum,,0.93,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,85,2025-12-02T16:05:09.863062
16855451.0,Functioning at 20-24 weeks,Percent with any social problems,4,,N,%,58,,,,15,maternal,postpartum,,0.65,SERT,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,86,2025-12-02T16:05:09.863062
16855451.0,Functioning at 20-24 weeks,GAS,81.4,,mean,SD,9.5,,,,14,maternal,postpartum,,0.93,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,87,2025-12-02T16:05:09.863062
16855451.0,Functioning at 20-24 weeks,Percent with any social problems,4,,N,%,58,,,,14,maternal,postpartum,,0.65,NTP,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,88,2025-12-02T16:05:09.863062
16855451.0,Primary symptom outcomes at week 4,remitted,15,,N,%,27,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,33,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 4,responded,25,,N,%,46,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,34,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 4,nonresponse,19,,N,%,35,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,35,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 4,no follow-up data available,11,,N,%,20,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,36,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 4,remitted,16,,N,%,30,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,37,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 4,responded,30,,N,%,56,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,38,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 4,nonresponse,21,,N,%,39,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,39,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 4,no follow-up data available,3,,N,%,6,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,40,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 8,remitted,25,,N,%,46,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,41,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 8,responded,31,,N,%,56,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,42,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 8,nonresponse,13,,N,%,24,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,43,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 8,no follow-up data available,11,,N,%,20,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,44,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 8,remitted,26,,N,%,48,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,45,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 8,responded,37,,N,%,69,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,46,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 8,nonresponse,14,,N,%,26,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,47,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 8,no follow-up data available,3,,N,%,6,,,,54,maternal,postpartum,,,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,48,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 8 weeks,response,29,,N,%,80,,,,36,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,49,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 8 weeks,remission,24,,N,%,67,,,,36,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,50,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 8 weeks,time to response,2,weeks,median,,,95% CI,1.3,2.8,36,maternal,postpartum,,0.21,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,51,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 8 weeks,time to remission,5,weeks,median,,,95% CI,3.4,6.6,36,maternal,postpartum,,0.82,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,52,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 8 weeks,HRSD,7.5,,mean,SD,5.8,,,,36,maternal,postpartum,,0.89,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,53,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 8 weeks,response,36,,N,%,77,,,,47,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,54,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 8 weeks,remission,26,,N,%,55,,,,47,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,55,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 8 weeks,time to response,3,weeks,median,,,95% CI,2.6,3.4,47,maternal,postpartum,,0.21,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,56,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 8 weeks,time to remission,5,weeks,median,,,95% CI,4.1,5.9,47,maternal,postpartum,,0.82,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,57,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 8 weeks,HRSD,7.3,,mean,SD,5.9,,,,47,maternal,postpartum,,0.89,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,58,2025-12-02T16:05:12.251790
16855451.0,CGI/S categories at 8weeks,0-1,32,,N,%,94,,,,36,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,59,2025-12-02T16:05:12.251790
16855451.0,CGI/S categories at 8weeks,2-3,1,,N,%,3,,,,36,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,60,2025-12-02T16:05:12.251790
16855451.0,CGI/S categories at 8weeks,>-4,1,,N,%,3,,,,36,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,61,2025-12-02T16:05:12.251790
16855451.0,CGI/S categories at 8weeks,0-1,44,,N,%,94,,,,47,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,62,2025-12-02T16:05:12.251790
16855451.0,CGI/S categories at 8weeks,2-3,1,,N,%,2,,,,47,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,63,2025-12-02T16:05:12.251790
16855451.0,CGI/S categories at 8weeks,>-4,2,,N,%,4,,,,47,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,64,2025-12-02T16:05:12.251790
16855451.0,Functioning at 8 weeks,GAS,74.8,,mean,SD,12.6,,,,36,maternal,postpartum,,0.87,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,65,2025-12-02T16:05:12.251790
16855451.0,Functioning at 8 weeks,Percent with any social problems,16,,N,%,70,,,,36,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,66,2025-12-02T16:05:12.251790
16855451.0,Functioning at 8 weeks,GAS,74.1,,mean,SD,12,,,,47,maternal,postpartum,,0.87,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,67,2025-12-02T16:05:12.251790
16855451.0,Functioning at 8 weeks,Percent with any social problems,23,,N,%,66,,,,47,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,68,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 20-24 weeks,response,14,,N,%,93,,,,15,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,69,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 20-24 weeks,remission,11,,N,%,73,,,,15,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,70,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 20-24 weeks,time to response,2,weeks,median,,,95% CI,1.3,2.8,15,maternal,postpartum,,0.21,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,71,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 20-24 weeks,time to remission,5,weeks,median,,,95% CI,3.4,6.6,15,maternal,postpartum,,0.83,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,72,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 20-24 weeks,HRSD,5.4,,mean,SD,6.2,,,,15,maternal,postpartum,,0.58,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,73,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 20-24 weeks,response,14,,N,%,100,,,,14,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,74,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 20-24 weeks,remission,11,,N,%,79,,,,14,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,75,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 20-24 weeks,time to response,3,weeks,median,,,95% CI,2.6,3.4,14,maternal,postpartum,,0.21,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,76,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 20-24 weeks,time to remission,5,weeks,median,,,95% CI,4.1,5.9,14,maternal,postpartum,,0.83,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,77,2025-12-02T16:05:12.251790
16855451.0,Symptoms at 20-24 weeks,HRSD,4.3,,mean,SD,4.4,,,,14,maternal,postpartum,,0.58,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,78,2025-12-02T16:05:12.251790
16855451.0,CGI/S categories at 20-24 weeks,0-1,14,,N,%,93,,,,15,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,79,2025-12-02T16:05:12.251790
16855451.0,CGI/S categories at 20-24 weeks,2-3,1,,N,%,7,,,,15,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,80,2025-12-02T16:05:12.251790
16855451.0,CGI/S categories at 20-24 weeks,>-4,0,,N,%,,,,,15,maternal,postpartum,,1,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,81,2025-12-02T16:05:12.251790
16855451.0,CGI/S categories at 20-24 weeks,0-1,14,,N,%,100,,,,14,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,82,2025-12-02T16:05:12.251790
16855451.0,CGI/S categories at 20-24 weeks,2-3,0,,N,%,,,,,14,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,83,2025-12-02T16:05:12.251790
16855451.0,CGI/S categories at 20-24 weeks,>-4,0,,N,%,,,,,14,maternal,postpartum,,1,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,84,2025-12-02T16:05:12.251790
16855451.0,Functioning at 20-24 weeks,GAS,81.7,,mean,SD,7.9,,,,15,maternal,postpartum,,0.93,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,85,2025-12-02T16:05:12.251790
16855451.0,Functioning at 20-24 weeks,Percent with any social problems,4,,N,%,58,,,,15,maternal,postpartum,,0.65,SERT,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,86,2025-12-02T16:05:12.251790
16855451.0,Functioning at 20-24 weeks,GAS,81.4,,mean,SD,9.5,,,,14,maternal,postpartum,,0.93,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,87,2025-12-02T16:05:12.251790
16855451.0,Functioning at 20-24 weeks,Percent with any social problems,4,,N,%,58,,,,14,maternal,postpartum,,0.65,NTP,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,88,2025-12-02T16:05:12.251790
16855451.0,Primary symptom outcomes at week 4,remitted,15,,N,%,27,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,33,2025-12-02T16:05:16.158507
16855451.0,Primary symptom outcomes at week 4,responded,25,,N,%,46,,,,55,maternal,postpartum,,,SERT,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Outcomes (summary),Outcomes_summary,34,2025-12-02T16:05:16.158507
